Player,FPTS,Team,Pos
Drew Brees,40.5,FA,QB
Matt Ryan,40.2,ATL,QB
Cam Newton,29.6,CAR,QB
Josh Allen,27.7,BUF,QB
Ryan Tannehill,26.2,TEN,QB
Jared Goff,25.6,DET,QB
Patrick Mahomes,25.3,KC,QB
Ryan Fitzpatrick,25.1,WAS,QB
Deshaun Watson,25.0,HOU,QB
Ben Roethlisberger,24.0,PIT,QB
Jimmy Garoppolo,22.3,SF,QB
Aaron Rodgers,19.9,GB,QB
Eli Manning,19.8,FA,QB
Matthew Stafford,17.5,LAR,QB
Philip Rivers,17.0,FA,QB
Alex Smith,16.8,FA,QB
Russell Wilson,15.6,SEA,QB
Andrew Luck,13.9,FA,QB
Derek Carr,13.6,LV,QB
Carson Wentz,11.2,IND,QB
Kirk Cousins,10.0,MIN,QB
Baker Mayfield,9.8,CLE,QB
Dak Prescott,8.8,DAL,QB
Tom Brady,7.5,TB,QB
Taysom Hill,3.9,NO,QB
Tyrod Taylor,3.0,HOU,QB
Sam Darnold,2.8,CAR,QB
Justin Fields,0.0,CHI,QB
Trevor Lawrence,0.0,JAC,QB
Mac Jones,0.0,NE,QB
Trey Lance,0.0,SF,QB
Daniel Jones,0.0,NYG,QB
Mike White,0.0,NYJ,QB
Joe Burrow,0.0,CIN,QB
Tua Tagovailoa,0.0,MIA,QB
Jordan Love,0.0,GB,QB
Jalen Hurts,0.0,PHI,QB
Kyler Murray,0.0,ARI,QB
Justin Herbert,0.0,LAC,QB
Zach Wilson,0.0,NYJ,QB
Colt McCoy,0.0,ARI,QB
Jacoby Brissett,0.0,MIA,QB
Trevor Siemian,0.0,NO,QB
P.J. Walker,0.0,CAR,QB
Lamar Jackson,0.0,BAL,QB
Mason Rudolph,0.0,PIT,QB
Teddy Bridgewater,0.0,DEN,QB
Geno Smith,0.0,SEA,QB
Jameis Winston,0.0,NO,QB
Taylor Heinicke,0.0,WAS,QB
Alvin Kamara,34.0,NO,RB
Carlos Hyde,24.3,JAC,RB
Adrian Peterson,24.0,TEN,RB
Saquon Barkley,22.7,NYG,RB
Christian McCaffrey,21.4,CAR,RB
Chris Carson,20.4,SEA,RB
Giovani Bernard,19.6,TB,RB
Melvin Gordon,16.4,DEN,RB
Kareem Hunt,16.4,CLE,RB
Alex Collins,16.4,SEA,RB
Jordan Howard,16.1,PHI,RB
David Johnson,16.1,HOU,RB
Ezekiel Elliott,14.8,DAL,RB
James Conner,14.5,ARI,RB
James White,14.1,NE,RB
Tevin Coleman,12.7,NYJ,RB
Kyle Juszczyk,11.8,SF,RB
Tarik Cohen,9.8,CHI,RB
Devontae Booker,9.4,NYG,RB
Nyheim Hines,9.3,IND,RB
Latavius Murray,8.1,BAL,RB
Austin Ekeler,8.1,LAC,RB
Dion Lewis,7.0,FA,RB
Jamaal Williams,6.5,DET,RB
Sony Michel,5.9,LAR,RB
Derrick Henry,5.7,TEN,RB
Aaron Jones,5.7,GB,RB
Malcolm Brown,4.2,MIA,RB
Damien Williams,3.6,CHI,RB
Kenyan Drake,3.0,LV,RB
Wayne Gallman,2.5,ATL,RB
Phillip Lindsay,2.0,HOU,RB
Raheem Mostert,1.8,SF,RB
Mike Davis,1.7,ATL,RB
