Player,FPTS,Team,Pos
Jared Goff,39.3,DET,QB
Andrew Luck,35.7,FA,QB
Kirk Cousins,31.7,MIN,QB
Derek Carr,31.6,LV,QB
Deshaun Watson,31.1,HOU,QB
Matt Ryan,29.3,ATL,QB
Patrick Mahomes,22.9,KC,QB
Philip Rivers,21.7,FA,QB
Matthew Stafford,20.8,LAR,QB
Carson Wentz,20.7,IND,QB
Tom Brady,19.0,TB,QB
Dak Prescott,18.4,DAL,QB
Aaron Rodgers,15.0,GB,QB
Ben Roethlisberger,14.9,PIT,QB
Eli Manning,14.7,FA,QB
Baker Mayfield,12.8,CLE,QB
Sam Darnold,11.5,CAR,QB
Russell Wilson,9.0,SEA,QB
Drew Brees,8.6,FA,QB
Jameis Winston,6.5,NO,QB
Taysom Hill,3.8,NO,QB
Ryan Fitzpatrick,3.0,WAS,QB
Josh Allen,1.9,BUF,QB
Lamar Jackson,1.7,BAL,QB
Trevor Lawrence,0.0,JAC,QB
Justin Fields,0.0,CHI,QB
Jalen Hurts,0.0,PHI,QB
Mac Jones,0.0,NE,QB
Trey Lance,0.0,SF,QB
Jordan Love,0.0,GB,QB
Mike White,0.0,NYJ,QB
Daniel Jones,0.0,NYG,QB
Tua Tagovailoa,0.0,MIA,QB
Joe Burrow,0.0,CIN,QB
Justin Herbert,0.0,LAC,QB
Kyler Murray,0.0,ARI,QB
Zach Wilson,0.0,NYJ,QB
Cam Newton,0.0,CAR,QB
Ryan Tannehill,0.0,TEN,QB
Tyrod Taylor,0.0,HOU,QB
Colt McCoy,0.0,ARI,QB
Mason Rudolph,0.0,PIT,QB
Jacoby Brissett,0.0,MIA,QB
Trevor Siemian,0.0,NO,QB
P.J. Walker,0.0,CAR,QB
Geno Smith,0.0,SEA,QB
Teddy Bridgewater,0.0,DEN,QB
Jimmy Garoppolo,0.0,SF,QB
Taylor Heinicke,0.0,WAS,QB
Alvin Kamara,41.1,NO,RB
Ezekiel Elliott,34.0,DAL,RB
James White,31.2,NE,RB
Melvin Gordon,30.9,DEN,RB
Tarik Cohen,30.4,CHI,RB
Mike Davis,28.4,ATL,RB
Nyheim Hines,28.3,IND,RB
Kareem Hunt,26.5,CLE,RB
Giovani Bernard,25.6,TB,RB
Nick Chubb,22.5,CLE,RB
Saquon Barkley,22.0,NYG,RB
David Johnson,18.2,HOU,RB
Sony Michel,17.2,LAR,RB
Phillip Lindsay,15.9,HOU,RB
Dion Lewis,15.6,FA,RB
Aaron Jones,15.2,GB,RB
Carlos Hyde,14.2,JAC,RB
Frank Gore,13.7,FA,RB
