,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
238,Tyreek Hill,WR,KC,40,51,68,70,64,53,52,48,61,54,69,bye,63,65,53,58,36,905,56.6
239,Johnny Holton,WR,OAK,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5.0
240,DeAndre Washington,RB,OAK,0,0,0,0,0,0,0,2,10,6,23,8,6,1,2,5,7,70,7.0
241,Darius Jackson,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,4.5
242,Marcus Johnson,WR,IND,0,5,2,19,35,34,0,0,bye,0,0,0,0,0,0,0,0,95,19.0
243,Nate Sudfeld,QB,PHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,1,10,11,5.5
244,Ben Braunecker,TE,CHI,2,1,5,12,bye,8,13,0,0,13,14,11,4,5,10,5,16,119,7.9
245,Dwayne Washington,RB,NO,0,0,0,2,0,bye,0,0,0,16,4,0,0,0,0,0,24,46,3.5
246,Geronimo Allison,WR,GB,42,60,52,56,0,0,bye,30,0,0,0,0,0,0,0,0,0,240,48.0
247,Danny Vitale,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,8,2,19,3.8
248,Temarrick Hemingway,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0.8
249,Peyton Barber,RB,TB,48,36,44,31,bye,41,35,43,35,33,48,36,40,32,32,48,35,617,38.6
250,Chester Rogers,WR,IND,47,26,40,73,64,46,35,39,bye,17,21,32,1,25,37,46,44,593,37.1
251,Alex Ellis,TE,KC,10,1,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,11,5.5
252,Marvin Hall,WR,ATL,9,9,12,16,19,15,12,bye,14,6,8,12,11,5,18,11,9,186,11.6
253,Jaydon Mickens,WR,JAC,3,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,3,0.5
254,Jalen Richard,RB,OAK,37,8,20,34,27,24,0,22,22,27,32,26,32,33,30,23,16,413,25.8
255,Andy Jones,WR,DET,0,0,0,0,0,bye,0,0,2,0,19,21,17,37,45,62,53,256,32.0
256,C.J. Ham,RB,MIN,13,7,17,20,8,14,2,10,2,bye,3,8,5,9,18,3,0,139,9.3
257,J.D. McKissic,RB,SEA,0,0,0,0,0,0,bye,0,0,0,0,0,2,1,3,2,1,9,1.8
258,Joshua Perkins,TE,PHI,4,26,31,8,1,11,7,7,bye,0,0,0,0,0,0,0,0,95,10.6
259,Tommylee Lewis,WR,NO,5,0,0,0,0,bye,0,0,0,0,0,28,0,13,11,4,9,70,10.0
260,Elijhaa Penny,RB,Multi,0,0,6,5,0,3,6,2,0,7,16,12,16,15,6,17,13,124,8.9
261,Dalvin Cook,RB,MIN,57,50,0,18,0,0,0,0,28,bye,59,41,47,50,42,46,53,491,44.6
262,Mike Williams,WR,LAC,44,39,35,46,45,38,30,bye,15,26,45,64,33,29,66,40,27,622,38.9
263,Leonard Fournette,RB,JAC,21,0,0,24,0,0,0,0,bye,39,35,31,0,55,26,49,0,280,35.0
264,O.J. Howard,TE,TB,43,46,48,15,bye,34,63,53,37,45,51,0,0,0,0,0,0,435,43.5
265,Mitchell Trubisky,QB,CHI,70,66,74,59,bye,70,82,66,48,57,73,0,0,71,60,64,68,928,66.3
266,Corey Davis,WR,TEN,63,48,52,60,49,38,61,bye,65,59,58,53,65,49,65,49,38,872,54.5
267,John Ross,WR,CIN,37,45,31,18,0,0,28,0,bye,36,51,69,60,61,73,45,49,603,46.4
268,DeShone Kizer,QB,GB,14,0,0,0,0,0,bye,0,0,0,0,0,0,1,0,0,47,62,20.7
269,Christian McCaffrey,RB,CAR,57,63,67,bye,69,60,59,64,61,54,58,59,70,74,58,83,10,966,60.4
270,Deshaun Watson,QB,HOU,74,67,68,86,80,61,64,60,62,bye,63,65,76,72,53,65,77,1093,68.3
271,David Njoku,TE,CLE,78,46,62,68,72,60,57,53,55,35,bye,43,46,43,56,40,57,871,54.4
272,Chris Godwin,WR,TB,46,29,38,31,bye,37,66,63,37,34,23,49,52,60,41,62,51,719,44.9
273,D'Onta Foreman,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,31,0,31,31.0
274,Evan Engram,TE,NYG,64,60,13,0,0,0,52,62,bye,36,17,0,0,33,45,42,51,475,43.2
275,Patrick Mahomes,QB,KC,56,58,75,78,70,54,70,58,63,59,72,bye,71,86,60,61,41,1032,64.5
276,Nathan Peterman,QB,Multi,32,0,0,0,0,24,0,2,90,0,0,0,0,0,0,0,0,148,37.0
277,Joshua Dobbs,QB,PIT,0,0,0,0,1,0,bye,1,1,8,0,0,0,19,0,0,0,30,6.0
278,C.J. Beathard,QB,SF,0,0,1,60,98,57,59,66,0,0,bye,0,0,0,0,0,0,341,56.8
279,Joe Mixon,RB,CIN,44,39,0,0,47,42,44,55,bye,29,34,53,39,47,52,38,32,595,42.5
280,Alvin Kamara,RB,NO,52,51,68,59,31,bye,39,38,41,35,44,37,36,41,48,40,0,660,44.0
281,Wayne Gallman,RB,NYG,6,5,16,9,8,17,5,2,bye,5,6,14,15,27,0,8,12,155,10.3
282,Samaje Perine,RB,WAS,0,0,0,bye,0,8,2,0,15,0,0,0,0,0,0,0,5,30,6.0
283,Jamaal Williams,RB,GB,37,47,30,28,33,27,bye,13,31,14,4,13,38,24,59,85,39,522,32.6
284,Kareem Hunt,RB,KC,40,40,46,45,52,31,46,49,49,44,61,bye,0,0,0,0,0,503,45.7
285,Taywan Taylor,WR,TEN,9,24,32,45,25,33,49,bye,18,0,0,0,29,41,54,44,43,446,34.3
286,JuJu Smith-Schuster,WR,PIT,63,76,55,60,50,50,bye,56,76,42,61,66,60,52,60,69,63,959,59.9
287,Zay Jones,WR,BUF,60,51,42,53,50,58,51,60,79,62,bye,55,66,69,66,61,58,941,58.8
288,Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,0,0,bye,0,13,0,0,0,0,13,13.0
289,Cooper Kupp,WR,LAR,61,73,75,53,36,28,0,0,60,54,0,bye,0,0,0,0,0,440,55.0
290,Curtis Samuel,WR,CAR,0,0,0,bye,12,3,19,26,17,19,16,54,58,69,55,79,40,467,35.9
291,Dede Westbrook,WR,JAC,32,51,39,57,61,44,50,58,bye,61,49,50,51,65,43,52,44,807,50.4
292,Josh Reynolds,WR,LAR,2,2,4,1,36,46,51,69,2,10,78,bye,67,63,75,35,70,611,38.2
293,Noah Brown,WR,DAL,0,0,0,0,0,0,0,bye,0,9,10,20,21,8,13,11,10,102,12.8
294,Marlon Mack,RB,IND,0,18,0,0,0,24,37,49,bye,33,38,36,29,40,44,43,53,444,37.0
295,Jeremy McNichols,RB,Multi,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
296,Corey Clement,RB,PHI,13,33,45,0,0,26,25,13,bye,18,14,24,23,4,0,0,0,238,21.6
297,James Conner,RB,PIT,77,72,56,49,45,66,bye,56,68,23,58,67,49,0,0,0,32,718,55.2
298,Brian Hill,RB,ATL,0,0,0,0,0,0,0,bye,0,0,0,6,0,9,5,14,32,66,6.6
299,Tarik Cohen,RB,CHI,28,21,30,29,bye,35,42,38,27,31,29,22,42,30,38,33,19,494,30.9
300,Elijah McGuire,RB,NYJ,0,0,0,0,0,0,0,0,36,32,bye,35,25,40,56,51,43,318,39.8
301,Jake Butt,TE,DEN,36,26,35,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,97,32.3
302,Adam Shaheen,TE,CHI,0,0,0,0,bye,0,0,0,0,0,18,0,24,22,27,29,39,159,26.5
303,Gerald Everett,TE,LAR,5,8,21,23,16,21,22,17,18,16,23,bye,24,36,34,51,45,380,23.8
304,Jonnu Smith,TE,TEN,40,59,57,69,42,25,56,bye,54,60,42,42,48,17,0,0,0,611,47.0
305,Jeremy Sprinkle,TE,WAS,34,13,24,bye,11,21,19,20,12,26,27,10,8,16,41,46,36,364,22.8
306,Cooper Rush,QB,DAL,0,0,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,0,6,6.0
307,T.J. Logan,RB,ARI,0,0,0,0,0,0,0,1,bye,3,1,2,3,1,10,0,0,21,2.1
308,Austin Ekeler,RB,LAC,22,23,18,23,23,21,42,bye,9,20,18,26,48,39,0,0,15,347,24.8
309,Kenny Golladay,WR,DET,65,71,64,53,49,bye,49,54,68,75,61,65,70,50,52,58,0,904,60.3
310,George Kittle,TE,SF,50,50,54,50,87,53,53,60,33,71,bye,60,67,66,59,54,61,928,58.0
311,Antony Auclair,TE,TB,10,17,16,19,bye,23,22,15,13,14,14,36,31,23,27,31,29,340,21.3
312,Robert Tonyan,TE,GB,0,0,0,0,3,2,bye,3,2,0,3,1,9,7,8,15,14,67,4.2
313,Trent Taylor,WR,SF,37,16,25,31,50,0,20,19,0,7,bye,9,23,23,15,26,20,321,22.9
314,Jacob Hollister,TE,NE,0,14,0,0,4,3,0,0,0,22,bye,5,6,5,0,0,0,59,7.4
315,Austin Carr,WR,NO,44,32,13,12,14,bye,15,19,15,22,31,18,14,14,0,0,11,274,19.6
316,Josh Malone,WR,CIN,2,6,29,4,10,4,0,4,bye,0,0,0,0,0,0,1,8,68,7.6
317,Mason Schreck,TE,CIN,0,0,0,0,12,7,2,0,bye,0,0,0,0,0,0,0,0,21,3.5
318,Tim Patrick,WR,DEN,10,4,2,2,6,2,16,19,48,bye,27,8,21,64,51,58,56,394,24.6
319,Mo Alie-Cox,TE,IND,0,0,0,13,0,12,31,25,bye,23,26,0,0,0,40,32,39,241,26.8
320,Darrell Daniels,TE,Multi,0,0,0,0,20,34,0,9,2,3,3,0,0,0,0,0,18,89,8.1
321,Isaiah McKenzie,WR,Multi,0,0,0,0,0,0,0,3,0,7,0,33,36,59,35,39,13,225,28.1
322,Gehrig Dieter,WR,KC,0,0,0,0,0,0,0,0,0,0,0,bye,7,9,0,1,15,32,8.0
323,Ryan Switzer,WR,PIT,7,14,7,21,4,2,bye,19,13,8,24,52,24,28,21,35,24,303,18.9
324,Blake Jarwin,TE,DAL,22,14,12,27,18,22,9,bye,27,3,3,35,28,57,43,27,39,386,24.1
325,Jamal Agnew,WR,DET,0,0,0,3,0,bye,0,0,0,0,0,0,0,0,0,0,0,3,0.5
326,Aaron Jones,RB,GB,0,0,17,29,22,19,bye,32,43,42,44,40,39,42,7,0,0,376,31.3
327,Eric Saubert,TE,ATL,13,8,5,4,8,14,8,bye,6,4,1,13,7,32,30,7,19,179,11.2
328,Alex Armah,RB,CAR,20,3,17,bye,10,2,3,10,10,7,1,4,1,5,3,8,12,116,7.3
329,Nick Mullens,QB,SF,0,0,0,0,0,0,0,0,55,73,bye,64,76,72,62,55,62,519,64.9
330,Ricky Seals-Jones,TE,ARI,49,44,42,39,34,39,29,49,bye,46,21,19,22,44,55,5,0,537,35.8
331,Johnny Mundt,TE,LAR,2,0,2,2,2,2,11,0,0,0,0,bye,0,0,0,8,11,40,4.0
332,Chris Carson,RB,SEA,25,19,51,0,36,28,bye,42,10,0,30,32,34,35,39,43,32,456,32.6
333,David Moore,WR,SEA,16,20,23,43,31,30,bye,45,63,45,40,32,28,52,58,55,39,620,38.8
334,Jason Croom,TE,BUF,18,16,25,12,21,16,16,17,42,44,bye,29,25,0,32,44,30,387,25.8
335,Anthony Firkser,TE,TEN,0,7,0,0,0,15,15,bye,7,3,14,13,18,23,15,28,22,180,15.0
336,Taquan Mizzell,RB,CHI,0,0,0,0,bye,0,0,0,7,8,1,9,14,6,11,9,5,70,7.8
337,Keelan Cole,WR,JAC,48,59,53,60,74,45,52,15,bye,22,16,50,36,51,39,35,33,688,43.0
338,Dare Ogunbowale,RB,TB,0,0,0,0,bye,0,0,0,0,0,0,2,0,0,0,0,0,2,1.0
339,Sean Culkin,TE,LAC,17,16,20,13,19,24,11,bye,16,11,10,7,11,0,0,0,16,191,14.7
340,Marcus Kemp,WR,KC,0,0,1,0,1,0,3,0,0,2,3,bye,1,9,1,0,14,35,2.2
341,Zach Pascal,WR,IND,11,18,6,46,64,61,41,29,bye,15,24,11,42,35,49,35,43,530,33.1
342,Matt Breida,RB,SF,30,25,29,38,13,27,5,32,27,44,bye,31,10,0,45,9,0,365,26.1
343,Victor Bolden,WR,Multi,0,0,0,0,57,3,0,5,0,0,0,0,0,0,0,0,3,68,11.3
344,Kendrick Bourne,WR,SF,8,10,15,25,42,23,25,54,12,69,bye,56,67,43,46,52,58,605,37.8
345,Tyrone Swoopes,TE,SEA,0,0,0,0,0,26,bye,0,0,0,0,0,0,0,0,0,0,26,26.0
346,Taysom Hill,QB,NO,1,0,5,15,14,bye,26,18,11,24,13,11,7,7,13,10,8,183,11.4
347,Dan Arnold,TE,NO,0,0,0,0,14,bye,12,10,13,28,15,12,12,0,14,0,11,141,14.1
348,Patrick Ricard,RB,BAL,14,5,13,12,5,0,2,5,9,bye,16,17,0,0,0,0,0,98,9.8
349,Trey Edmunds,RB,PIT,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0,1,0.3
350,River Cracraft,WR,DEN,0,0,0,0,0,0,0,0,7,bye,2,3,1,2,1,3,8,27,3.4
351,Brandon Zylstra,WR,MIN,0,2,0,1,0,0,1,1,1,bye,1,1,0,0,0,6,3,17,1.1
352,Lamar Jackson,QB,BAL,31,6,2,9,5,2,5,14,13,bye,79,70,66,69,76,61,77,585,36.6
353,Josh Rosen,QB,ARI,0,0,13,60,51,58,66,66,bye,73,54,47,62,70,51,44,65,780,55.7
354,Sam Darnold,QB,NYJ,60,65,63,56,62,71,71,54,66,0,bye,0,0,51,75,60,56,810,62.3
355,Baker Mayfield,QB,CLE,0,0,46,81,80,74,68,64,72,53,bye,64,57,52,67,69,59,906,64.7
356,Saquon Barkley,RB,NYG,55,58,44,54,48,50,59,68,bye,54,47,48,57,31,65,56,59,853,53.3
357,Ronald Jones,RB,TB,0,0,0,20,bye,12,29,11,0,0,0,0,9,4,4,0,1,90,10.0
358,Royce Freeman,RB,DEN,29,16,29,16,30,25,18,0,0,bye,13,15,21,9,18,25,44,308,22.0
359,Nick Chubb,RB,CLE,4,3,5,3,11,7,45,31,37,42,bye,46,27,33,40,39,22,395,24.7
360,Kerryon Johnson,RB,DET,16,36,32,20,29,bye,38,48,39,55,33,0,0,0,0,0,0,346,34.6
361,Josh Adams,RB,PHI,0,0,8,1,1,0,8,18,bye,19,28,40,41,21,24,25,18,252,15.8
362,Ito Smith,RB,ATL,0,19,10,30,12,31,28,bye,28,22,20,26,24,32,29,0,0,311,22.2
363,Kalen Ballage,RB,MIA,0,0,0,1,2,0,3,1,4,5,bye,2,8,0,26,14,26,92,7.7
364,Courtland Sutton,WR,DEN,44,54,53,42,59,35,40,49,56,bye,50,42,41,51,63,66,74,819,51.2
365,James Washington,WR,PIT,11,66,40,47,35,16,bye,0,69,46,35,18,0,22,44,27,49,525,37.5
366,Anthony Miller,WR,CHI,39,37,36,0,bye,41,52,48,36,42,60,33,58,37,26,29,2,576,38.4
367,Marcell Ateman,WR,OAK,0,0,0,0,0,0,0,0,0,0,65,48,62,50,49,47,49,370,52.9
368,Deontay Burnett,WR,NYJ,0,0,0,0,0,0,15,41,20,0,bye,0,0,0,0,22,30,128,25.6
369,Calvin Ridley,WR,ATL,45,35,42,38,48,7,41,bye,47,54,40,52,34,44,43,29,46,645,40.3
370,Michael Gallup,WR,DAL,29,25,25,40,24,59,56,bye,47,58,52,36,52,77,55,41,63,739,46.2
371,Tre'Quan Smith,WR,NO,11,22,26,26,44,bye,52,41,48,51,50,0,44,41,46,26,40,568,37.9
372,Dante Pettis,WR,SF,47,56,25,0,0,0,0,7,11,41,bye,58,71,61,57,17,0,451,37.6
373,D.J. Moore,WR,CAR,17,17,33,bye,30,27,26,46,53,49,45,54,66,67,57,87,59,733,45.8
374,Trey Quinn,WR,WAS,8,0,0,bye,0,0,0,0,0,0,53,46,0,0,0,0,0,107,35.7
375,Christian Kirk,WR,ARI,45,31,37,40,32,46,52,50,bye,65,48,43,53,0,0,0,0,542,45.2
376,Mark Andrews,TE,BAL,22,36,27,26,33,19,26,22,27,bye,25,19,32,25,29,20,27,415,25.9
377,Dallas Goedert,TE,PHI,17,17,55,32,34,32,37,30,bye,17,16,36,39,31,39,48,43,523,32.7
378,Jaylen Samuels,RB,PIT,0,0,0,0,2,0,bye,7,6,18,2,4,17,48,40,53,31,228,16.3
379,Mike Gesicki,TE,MIA,21,33,28,41,30,27,16,16,27,20,bye,37,22,20,25,16,21,400,25.0
380,Hayden Hurst,TE,BAL,0,0,0,0,21,18,18,30,27,bye,35,19,21,18,30,17,21,275,22.9
381,Antonio Callaway,WR,CLE,15,50,69,57,55,72,50,59,39,39,bye,38,41,39,49,47,47,766,47.9
382,J'Mon Moore,WR,GB,0,0,0,11,14,17,bye,0,0,5,0,11,0,0,0,0,16,74,6.2
383,D.J. Chark,WR,JAC,14,29,11,29,25,13,30,48,bye,45,36,0,0,0,0,0,12,292,26.5
384,Nyheim Hines,RB,IND,37,25,43,63,56,30,17,28,bye,20,16,26,45,28,29,23,14,500,31.3
385,Josh Allen,QB,BUF,32,62,67,58,65,38,0,0,0,0,bye,58,72,76,68,61,62,719,59.9
386,Justin Jackson,RB,LAC,0,0,0,0,0,7,5,bye,0,0,0,13,14,21,56,21,12,149,11.5
387,Allen Lazard,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
388,Richie James,WR,SF,0,7,0,0,24,0,3,0,23,5,bye,31,30,4,3,4,58,192,14.8
389,John Kelly,RB,LAR,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,7,17,26,50,12.5
390,Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,bye,7,1,32,0,1,0,3,33,77,11.0
391,Equanimeous St.,WR,GB,0,0,0,0,60,35,bye,6,15,33,43,36,15,34,42,39,0,358,29.8
392,Rashaad Penny,RB,SEA,25,20,10,16,0,13,bye,0,13,27,17,10,12,14,0,0,4,181,12.9
393,Sony Michel,RB,NE,0,13,23,33,27,37,6,0,0,18,bye,30,30,33,23,23,25,321,24.7
394,Dalton Schultz,TE,DAL,2,0,0,0,0,0,19,bye,24,8,11,42,40,46,31,33,44,300,27.3
395,Ian Thomas,TE,CAR,37,63,52,bye,51,1,0,8,2,10,2,2,53,61,54,77,56,529,33.1
396,Javon Wims,WR,CHI,0,0,0,1,bye,0,0,2,6,0,0,0,0,0,0,0,21,30,7.5
397,Jordan Thomas,TE,HOU,14,24,15,27,29,21,55,54,39,bye,34,33,40,33,24,15,13,470,29.4
398,Jordan Akins,TE,HOU,37,15,25,37,18,8,30,34,36,bye,18,25,21,15,14,24,31,388,24.3
399,Kyle Lauletta,QB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,0,18,0,0,1,19,9.5
400,Robert Foster,WR,Multi,16,29,22,23,8,2,0,0,0,33,0,34,36,73,57,59,58,450,34.6
401,DaeSean Hamilton,WR,DEN,15,12,15,6,32,18,4,0,0,bye,14,29,47,72,72,63,73,472,33.7
402,Keke Coutee,WR,HOU,0,0,0,80,57,45,16,0,0,bye,42,27,0,0,0,0,0,267,44.5
403,Chase Edmonds,RB,ARI,17,10,8,7,3,4,23,13,bye,17,11,9,13,10,25,13,16,199,12.4
404,Jordan Wilkins,RB,IND,46,23,17,33,18,0,15,4,bye,5,11,8,5,0,2,0,13,200,12.5
405,Phillip Lindsay,RB,DEN,27,28,11,24,29,20,35,41,38,bye,32,36,25,48,39,21,0,454,30.3
406,Durham Smythe,TE,MIA,15,9,9,2,7,5,4,4,9,0,bye,10,17,20,16,23,26,176,11.7
407,Darrel Williams,RB,KC,0,0,0,0,0,0,0,0,0,1,0,bye,3,2,15,3,16,40,6.7
408,Daurice Fountain,WR,IND,0,0,0,0,0,0,0,0,bye,0,0,0,0,3,0,0,0,3,3.0
409,Marquez Valdes-Scantling,WR,GB,2,6,12,54,77,66,bye,32,60,54,48,44,64,30,21,71,51,692,43.3
410,Ray-Ray McCloud,WR,BUF,0,0,14,20,13,14,0,11,17,19,bye,0,0,1,8,0,4,121,12.1
411,Chris Herndon,TE,NYJ,34,44,34,36,41,28,24,27,42,36,bye,51,50,41,52,39,46,625,39.1
412,Trenton Cannon,RB,NYJ,12,0,0,0,1,3,23,29,7,13,bye,9,9,18,23,18,20,185,11.6
413,Damion Ratley,WR,CLE,0,0,1,0,0,65,41,32,20,2,bye,2,7,2,1,3,0,176,13.5
414,Tyler Conklin,TE,MIN,9,8,9,9,7,8,4,7,12,bye,9,17,4,7,23,9,4,146,9.1
415,Justin Watson,WR,TB,0,0,0,3,bye,6,2,12,5,6,4,9,7,8,2,0,9,73,6.1
416,Russell Gage,WR,ATL,1,0,2,1,2,6,0,bye,0,0,0,0,2,6,20,8,13,61,4.1
417,Buddy Howell,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,1,1,0,1,0,0,3,0.2
418,Chris Lacy,WR,DET,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,35,35,35.0
419,Jordan Franks,TE,CIN,0,0,0,0,0,0,0,1,bye,1,3,0,7,5,0,0,0,17,2.8
420,Derrick Willies,WR,CLE,2,0,1,2,26,0,0,0,0,0,bye,0,0,0,0,0,0,31,6.2
421,Darvin Kidsy,WR,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,3,10,13,6.5
422,Gus Edwards,RB,BAL,0,0,0,0,0,14,7,8,2,bye,49,43,40,31,33,22,36,285,25.9
423,Vyncint Smith,WR,HOU,37,0,41,0,0,0,0,8,3,bye,0,0,0,0,0,25,65,179,25.6
424,Brandon Powell,WR,DET,0,0,0,0,0,bye,0,1,0,24,0,0,0,0,12,15,47,99,16.5
425,Mike Boone,RB,MIN,0,0,13,4,1,3,8,7,0,bye,0,0,0,0,0,0,0,36,4.5
426,Donnie Ernsberger,RB,TB,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,3,4,7,3.5
427,Kyle Allen,QB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,9,59,68,34.0
428,Keith Kirkwood,WR,NO,0,0,0,0,0,bye,0,0,0,34,25,30,27,22,34,38,15,225,28.1
429,Deon Yelder,TE,Multi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3
430,Ross Dwelley,TE,SF,0,0,0,0,0,0,1,0,13,0,bye,0,2,4,3,1,15,39,3.5
431,Trent Sherfield,WR,ARI,0,0,0,0,3,0,0,0,bye,39,20,20,31,65,64,45,55,342,26.3
432,Steven Mitchell,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
433,Cameron Batson,WR,TEN,0,0,0,0,0,0,6,bye,30,34,39,28,23,7,4,3,4,178,16.2
434,Jeff Wilson,RB,SF,0,0,0,0,0,0,0,0,0,0,bye,25,54,62,12,38,6,197,32.8
435,Dontrell Hilliard,RB,CLE,0,0,0,0,0,0,0,15,4,9,bye,3,12,4,2,8,1,58,5.3
436,Will Dissly,TE,SEA,33,47,39,8,0,0,bye,0,0,0,0,0,0,0,0,0,0,127,31.8
437,Chad Beebe,WR,MIN,0,0,0,0,0,0,0,0,13,bye,29,0,0,0,0,4,0,46,15.3
438,Garrett Dickerson,TE,NYG,0,0,0,0,1,10,0,0,bye,0,0,0,0,0,0,3,0,14,3.5
439,KhaDarel Hodge,WR,LAR,0,0,0,0,27,4,8,2,1,2,9,bye,2,1,2,9,18,85,6.1
440,Malik Turner,WR,SEA,0,0,0,0,0,0,bye,0,3,0,9,6,14,6,4,0,0,42,7.0
