,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
236,Derek Watt,RB,SD,11,14,7,5,11,16,5,17,9,6,0,6,5,1,6,13,10,142,8.9
237,Kevin Hogan,QB,CLE,0,0,0,0,0,0,44,3,0,2,0,1,bye,0,0,0,0,50,12.5
238,Tyreek Hill,WR,KC,9,7,12,18,bye,18,18,21,34,39,36,57,25,25,30,28,38,415,25.9
239,Johnny Holton,WR,OAK,2,4,2,0,5,1,5,15,3,0,0,2,1,0,0,3,8,51,3.4
240,DeAndre Washington,RB,OAK,8,15,18,10,37,32,13,28,17,0,4,0,0,2,10,25,21,240,17.1
241,Jerell Adams,TE,NYG,0,1,0,7,17,11,5,bye,14,15,17,11,18,21,27,40,0,204,15.7
242,Ben Braunecker,TE,CHI,0,0,0,3,1,2,8,8,bye,1,29,15,29,10,12,21,6,145,11.2
243,Dwayne Washington,RB,DET,2,11,25,7,0,0,0,0,21,bye,24,13,23,44,44,16,0,230,19.2
244,Trevor Davis,WR,GB,0,5,12,bye,7,12,7,36,5,5,0,0,0,0,0,0,1,90,8.2
245,Geronimo Allison,WR,GB,0,0,0,bye,0,0,0,19,7,18,9,5,5,13,3,43,61,183,18.3
246,Danny Vitale,RB,CLE,0,0,0,0,0,0,0,6,6,9,3,12,bye,9,9,12,8,74,8.2
247,Temarrick Hemingway,TE,LAR,0,0,0,0,0,0,0,bye,0,0,0,0,0,11,0,1,2,14,1.8
248,Mike Thomas,WR,LAR,1,5,8,11,6,7,9,bye,3,4,0,6,3,12,14,0,15,104,6.9
249,Peyton Barber,RB,TB,0,0,0,0,5,bye,17,3,36,21,10,14,9,1,0,0,20,136,9.1
250,Chester Rogers,WR,IND,0,23,31,51,54,50,57,0,1,bye,1,27,18,18,42,18,41,432,30.9
251,Alex Ellis,TE,JAC,0,0,0,0,bye,0,0,0,0,0,0,20,25,18,13,25,23,124,20.7
252,Kalif Raymond,WR,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,8,11,19,4.8
253,Jalen Richard,RB,OAK,10,16,13,15,23,14,4,17,19,0,12,13,17,17,18,15,11,234,14.6
254,J.D. McKissic,RB,SEA,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,7,7,7.0
255,Joshua Perkins,TE,ATL,0,0,0,0,0,0,0,0,8,4,bye,3,1,5,10,27,14,72,9.0
256,Tommylee Lewis,WR,NO,0,6,10,7,bye,7,1,0,0,0,0,3,2,6,2,5,10,59,4.9
257,Troymaine Pope,RB,Multi,0,0,0,0,0,0,2,0,0,0,5,0,20,3,0,0,0,30,7.5
