Player,FPTS,Team,Pos
Dak Prescott,29.6,DAL,QB
Jared Goff,25.2,DET,QB
Ryan Fitzpatrick,24.3,WAS,QB
Baker Mayfield,23.1,CLE,QB
Drew Brees,22.0,FA,QB
Russell Wilson,20.2,SEA,QB
Aaron Rodgers,20.0,GB,QB
Derek Carr,19.6,LV,QB
Ryan Tannehill,17.9,TEN,QB
Philip Rivers,17.7,FA,QB
Carson Wentz,17.1,IND,QB
Jameis Winston,16.5,NO,QB
Tom Brady,15.8,TB,QB
Daniel Jones,15.6,NYG,QB
Kyler Murray,15.0,ARI,QB
Matt Ryan,14.5,ATL,QB
Patrick Mahomes,12.1,KC,QB
Taysom Hill,11.9,NO,QB
Jimmy Garoppolo,11.8,SF,QB
Sam Darnold,10.8,CAR,QB
Jacoby Brissett,4.2,MIA,QB
Teddy Bridgewater,0.3,DEN,QB
Josh Allen,0.2,BUF,QB
Trevor Lawrence,0.0,JAC,QB
Justin Fields,0.0,CHI,QB
Mac Jones,0.0,NE,QB
Trey Lance,0.0,SF,QB
Jordan Love,0.0,GB,QB
Mike White,0.0,NYJ,QB
Joe Burrow,0.0,CIN,QB
Tua Tagovailoa,0.0,MIA,QB
Jalen Hurts,0.0,PHI,QB
Justin Herbert,0.0,LAC,QB
Zach Wilson,0.0,NYJ,QB
Colt McCoy,0.0,ARI,QB
Kirk Cousins,0.0,MIN,QB
Cam Newton,0.0,CAR,QB
Tyrod Taylor,0.0,HOU,QB
Ben Roethlisberger,0.0,PIT,QB
Matthew Stafford,0.0,LAR,QB
Mason Rudolph,0.0,PIT,QB
Trevor Siemian,0.0,NO,QB
P.J. Walker,0.0,CAR,QB
Lamar Jackson,0.0,BAL,QB
Deshaun Watson,0.0,HOU,QB
Geno Smith,0.0,SEA,QB
Taylor Heinicke,0.0,WAS,QB
Derrick Henry,39.1,TEN,RB
Boston Scott,35.8,PHI,RB
Damien Williams,31.4,CHI,RB
Joe Mixon,30.6,CIN,RB
Ezekiel Elliott,27.4,DAL,RB
Melvin Gordon,24.2,DEN,RB
Christian McCaffrey,22.8,CAR,RB
DeAndre Washington,21.2,FA,RB
Saquon Barkley,20.7,NYG,RB
Raheem Mostert,20.3,SF,RB
Marlon Mack,19.7,IND,RB
Alvin Kamara,19.7,NO,RB
Austin Ekeler,17.9,LAC,RB
Kenyan Drake,17.3,LV,RB
David Montgomery,17.3,CHI,RB
Aaron Jones,16.3,GB,RB
Tarik Cohen,15.4,CHI,RB
Sony Michel,13.4,LAR,RB
Le'Veon Bell,12.7,FA,RB
Gus Edwards,12.2,BAL,RB
Ronald Jones,11.6,TB,RB
James White,10.7,NE,RB
Malcolm Brown,10.2,MIA,RB
Devonta Freeman,9.3,BAL,RB
Nyheim Hines,8.6,IND,RB
Latavius Murray,8.5,BAL,RB
Miles Sanders,8.1,PHI,RB
Tony Pollard,7.5,DAL,RB
Frank Gore,7.2,FA,RB
Adrian Peterson,6.8,TEN,RB
Kareem Hunt,6.6,CLE,RB
Ty Johnson,6.5,NYJ,RB
Kyle Juszczyk,5.9,SF,RB
Phillip Lindsay,5.3,HOU,RB
Nick Chubb,5.2,CLE,RB
Devontae Booker,3.7,NYG,RB
Tevin Coleman,2.8,NYJ,RB
Samaje Perine,1.6,CIN,RB
J.D. McKissic,1.4,WAS,RB
Carlos Hyde,1.3,JAC,RB
Justin Jackson,1.1,LAC,RB
Dion Lewis,0.7,FA,RB
Giovani Bernard,0.4,TB,RB
Mike Davis,0.2,ATL,RB
Antonio Gibson,0.0,WAS,RB
Ty'Son Williams,0.0,BAL,RB
James Robinson,0.0,JAC,RB
