,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
477,Andy Isabella,WR,ARI,0,0,1,8,9,12,10,1,12,26,20,bye,20,12,15,10,1,157,10.5
478,Dexter Williams,RB,GB,0,0,0,0,0,0,6,0,0,0,bye,0,0,0,0,0,4,10,2.5
479,Parris Campbell,WR,IND,18,18,30,48,0,bye,0,8,43,0,0,0,0,31,0,0,0,196,28.0
480,Terry McLaurin,WR,WAS,59,53,69,0,53,57,44,39,50,bye,59,57,55,60,47,61,0,763,54.5
481,Travis Fulgham,WR,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,4,17,42,63,21.0
482,Trace McSorley,QB,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,1,1.0
483,Qadree Ollison,RB,ATL,0,0,0,0,0,0,0,0,bye,0,12,22,0,10,1,1,10,56,7.0
484,Jesper Horsted,TE,CHI,0,0,0,0,0,bye,0,0,0,0,0,4,6,31,41,18,15,115,19.2
485,Davion Davis,WR,MIN,0,0,0,0,0,0,0,2,0,1,0,bye,0,0,0,0,0,3,1.5
486,Josh Oliver,TE,JAC,0,0,0,0,0,0,25,29,30,bye,33,0,0,0,0,0,0,117,29.3
487,Ryquell Armstead,RB,JAC,8,0,0,14,6,2,7,16,9,bye,14,4,6,15,2,4,43,150,9.4
488,Keelan Doss,WR,Multi,0,4,2,12,39,0,29,0,0,0,0,0,32,28,35,0,0,181,22.6
489,Drew Sample,TE,CIN,3,19,10,20,14,15,12,7,bye,8,0,0,0,0,0,0,0,108,12.0
490,Gardner Minshew,QB,JAC,47,64,54,82,83,58,80,74,66,bye,0,0,41,66,57,62,69,903,64.5
491,Gary Jennings,WR,Multi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
492,Trevon Wesco,TE,NYJ,5,3,11,bye,19,7,6,6,8,18,26,13,7,11,29,18,27,214,13.4
493,Alec Ingold,RB,OAK,15,5,7,25,16,0,16,7,14,12,16,9,10,8,17,24,7,208,13.0
494,Mecole Hardman,WR,KC,53,55,43,43,37,29,29,9,11,18,51,bye,25,14,14,23,17,471,29.4
495,Darrell Henderson,RB,LAR,2,0,0,0,0,17,26,28,bye,8,3,0,7,0,0,2,0,93,7.2
496,Lil'Jordan Humphrey,WR,NO,0,0,6,10,0,18,6,0,bye,0,0,0,0,0,0,0,12,52,10.4
497,Jakobi Meyers,WR,NE,8,0,48,4,35,56,42,25,1,bye,19,52,61,37,7,14,7,416,27.7
498,Kyler Murray,QB,ARI,88,57,75,63,75,69,64,46,56,67,67,bye,63,58,61,37,63,1009,63.1
499,Isaac Nauta,TE,DET,0,0,0,0,bye,0,0,0,0,0,0,9,7,6,12,7,0,41,6.8
500,Jordan Scarlett,RB,CAR,0,0,0,0,0,0,bye,4,3,0,0,0,0,0,0,0,0,7,0.8
501,Jarrett Stidham,QB,NE,0,0,4,0,6,0,5,0,0,bye,0,0,0,0,0,0,0,15,5.0
502,Trayveon Williams,RB,CIN,0,0,0,0,0,1,0,0,bye,0,0,0,3,0,1,0,2,7,0.6
503,Benny Snell,RB,PIT,0,2,3,6,0,29,bye,11,0,0,0,35,20,24,2,9,25,166,12.8
504,Irv Smith,TE,MIN,26,27,31,29,34,38,41,46,43,52,51,bye,46,51,42,33,22,612,38.3
505,Preston Williams,WR,MIA,20,42,67,43,bye,66,65,50,51,0,0,0,0,0,0,0,0,404,50.5
506,Jace Sternberger,TE,GB,0,0,0,0,0,0,0,0,1,14,bye,0,14,6,14,0,12,61,10.2
507,Diontae Johnson,WR,PIT,24,26,42,37,53,41,bye,32,42,53,38,48,36,41,44,56,39,652,40.8
508,Travis Homer,RB,SEA,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,6,28,50,84,5.3
509,KeeSean Johnson,WR,ARI,67,18,36,36,72,56,5,0,25,34,22,bye,0,0,0,0,0,371,37.1
510,Darwin Thompson,RB,KC,2,4,5,3,0,0,0,2,0,5,0,bye,23,21,24,6,12,107,8.9
511,Alexander Mattison,RB,MIN,12,8,19,6,16,21,21,19,6,12,4,bye,26,27,0,0,0,197,15.2
512,Stanley Morgan,WR,CIN,0,0,0,0,3,1,0,14,bye,38,11,11,22,22,6,15,0,143,13.0
513,Kerrith Whyte,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,7,8,8,6,7,4,40,6.7
514,Devine Ozigbo,RB,JAC,0,0,0,0,0,0,0,0,2,bye,4,0,0,0,0,0,23,29,2.9
515,Dawson Knox,TE,BUF,38,36,44,53,46,bye,29,28,47,40,51,58,52,54,31,40,0,647,43.1
516,Miles Boykin,WR,BAL,18,37,27,21,20,43,31,bye,26,21,21,37,24,18,19,27,34,424,26.5
517,Ashton Dulin,WR,IND,0,0,0,3,4,bye,2,4,0,3,1,0,40,14,9,6,12,98,7.5
518,Jakob Johnson,RB,NE,0,0,2,18,32,19,0,0,0,bye,0,0,0,0,0,0,0,71,17.8
519,Chandler Cox,RB,MIA,3,6,2,1,bye,0,18,7,12,8,4,3,11,7,0,0,1,83,6.4
520,Zach Gentry,TE,PIT,0,0,10,24,0,1,bye,0,0,0,0,0,0,0,14,0,0,49,12.3
521,Cullen Gillaspia,RB,HOU,0,3,4,1,0,2,0,3,0,bye,0,0,0,0,0,0,0,13,0.8
522,Juwann Winfree,WR,DEN,0,0,10,0,0,0,0,4,1,bye,0,0,0,0,0,0,0,15,5.0
523,Tony Pollard,RB,DAL,22,16,23,2,5,7,19,bye,13,3,12,12,11,0,23,4,27,199,13.3
524,Darius Slayton,WR,NYG,0,0,27,34,44,49,68,62,66,65,bye,51,62,42,47,21,64,702,50.1
525,Bisi Johnson,WR,MIN,7,2,13,34,30,20,52,53,58,52,50,bye,30,51,26,24,36,538,33.6
526,Scotty Miller,WR,TB,0,0,2,8,21,48,bye,10,12,11,35,18,0,0,11,0,0,176,17.6
527,John Ursua,WR,SEA,0,2,0,0,0,0,0,0,0,0,bye,0,0,0,2,0,7,11,3.7
528,Trenton Irwin,WR,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,9,9,9.0
529,Andrew Beck,TE,DEN,1,7,23,3,15,10,9,14,10,bye,24,8,16,20,13,33,24,230,14.4
530,David Blough,QB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,74,71,64,50,60,319,63.8
531,Stephen Carlson,TE,CLE,0,0,0,0,0,0,bye,0,23,18,12,36,17,39,17,19,23,204,22.7
532,Michael Walker,WR,JAC,0,0,0,0,0,0,0,0,0,bye,0,0,7,0,0,0,0,7,1.0
533,Carson Meier,TE,ATL,0,0,0,0,0,0,0,0,bye,0,0,0,26,0,0,0,0,26,26.0
534,Hale Hentges,TE,Multi,0,0,0,0,0,18,20,18,9,0,19,14,30,21,21,29,32,231,21.0
535,Jeff Smith,WR,NYJ,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,14,0,0,14,14.0
536,Khari Blasingame,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,15,10,13,13,4,13,68,11.3
537,Olamide Zaccheaus,WR,ATL,0,0,0,0,0,3,0,2,bye,6,7,7,7,21,5,15,14,87,8.7
538,Deonte Harris,WR,NO,1,1,0,7,0,4,8,6,bye,2,0,0,0,7,9,13,8,66,4.7
539,Jason Moore,WR,LAC,0,0,0,0,0,5,0,0,5,6,14,bye,0,12,8,4,21,75,7.5
540,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,0,0,0,bye,5,9,0,4,0,18,6.0
541,Steven Sims,WR,WAS,5,5,7,4,31,5,6,1,3,bye,9,23,37,45,37,54,39,311,19.4
542,Darrius Shepherd,WR,GB,0,0,2,15,4,29,3,0,0,0,bye,0,0,0,0,0,0,53,8.8
543,Austin Walter,RB,NYG,0,0,0,0,0,1,0,0,0,0,bye,0,0,0,0,0,0,1,1.0
544,Ventell Bryant,WR,DAL,0,0,0,0,0,2,0,bye,2,0,4,0,1,1,2,2,9,23,1.9
545,Tony Brooks-James,RB,Multi,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,14,4.7
546,Tom Kennedy,WR,DET,0,0,0,8,bye,0,0,0,0,0,0,0,0,0,0,0,0,8,8.0
547,Damion Willis,WR,CIN,67,44,0,22,40,4,6,0,bye,0,6,1,10,0,0,0,0,200,20.0
548,Devlin Hodges,QB,PIT,0,0,0,0,26,59,bye,0,0,0,0,33,56,59,59,34,50,376,47.0
549,Gunner Olszewski,WR,NE,1,0,7,0,6,50,15,0,0,bye,0,0,0,0,0,0,0,79,9.9
550,D'Ernest Johnson,RB,CLE,9,23,0,0,5,1,bye,0,0,1,1,0,0,2,0,2,0,44,2.8
