,Player,FPTS,Team,Pos
62,Rashaad Penny,0.0,SEA,RB
64,Chase Edmonds,0.0,MIA,RB
65,Nyheim Hines,0.0,IND,RB
67,Myles Gaskin,0.0,MIA,RB
70,Mike Boone,0.0,DEN,RB
71,Gus Edwards,0.0,BAL,RB
75,Boston Scott,0.0,PHI,RB
78,Darrel Williams,0.0,KC,RB
80,Zack Moss,0.0,BUF,RB
81,JK Dobbins,0.0,BAL,RB
82,Travis Etienne,0.0,JAC,RB
83,Jonathan Taylor,0.0,IND,RB
84,D'Andre Swift,0.0,DET,RB
86,D'Ernest Johnson,0.0,CLE,RB
87,Najee Harris,0.0,PIT,RB
90,Cam Akers,0.0,LAR,RB
92,Trey Sermon,0.0,SF,RB
95,Joshua Kelley,0.0,LAC,RB
99,Clyde Edwards-Helaire,0.0,KC,RB
103,Eno Benjamin,0.0,ARI,RB
104,AJ Dillon,0.0,GB,RB
105,Ke'Shawn Vaughn,0.0,TB,RB
110,Darrell Henderson,0.0,LAR,RB
117,Ty Johnson,0.0,NYJ,RB
122,Tony Pollard,0.0,DAL,RB
128,Alexander Mattison,0.0,MIN,RB
132,Kenneth Gainwell,0.0,PHI,RB
144,Khalil Herbert,0.0,CHI,RB
146,Javonte Williams,0.0,DEN,RB
147,Michael Carter,0.0,NYJ,RB
148,Rhamondre Stevenson,0.0,NE,RB
149,Elijah Mitchell,0.0,SF,RB
150,Chris Evans,0.0,CIN,RB
167,Nick Bellore,0.0,SEA,RB
218,Rex Burkhead,0.0,HOU,RB
274,Darren McFadden,0.0,FA,RB
277,Danny Woodhead,0.0,FA,RB
319,Matt Forte,0.0,FA,RB
323,Nick Chubb,0.0,CLE,RB
326,JD McKissic,0.0,WAS,RB
331,Kenyan Drake,0.0,LV,RB
334,Alex Collins,0.0,SEA,RB
335,Derrick Henry,0.0,TEN,RB
336,Ezekiel Elliott,0.0,DAL,RB
337,Dare Ogunbowale,0.0,HOU,RB
339,Chris Carson,0.0,SEA,RB
342,Ronald Jones,0.0,KC,RB
343,Saquon Barkley,0.0,NYG,RB
344,Matt Breida,0.0,NYG,RB
346,D'Onta Foreman,0.0,CAR,RB
347,Marlon Mack,0.0,HOU,RB
348,Kareem Hunt,0.0,CLE,RB
349,Jamaal Williams,0.0,DET,RB
350,Samaje Perine,0.0,CIN,RB
352,Alvin Kamara,0.0,NO,RB
353,Joe Mixon,0.0,CIN,RB
354,Christian McCaffrey,0.0,CAR,RB
355,James Conner,0.0,ARI,RB
356,Leonard Fournette,0.0,TB,RB
357,Dalvin Cook,0.0,MIN,RB
362,Aaron Jones,0.0,GB,RB
363,Austin Ekeler,0.0,LAC,RB
364,Raheem Mostert,0.0,MIA,RB
367,Damien Williams,0.0,ATL,RB
381,James White,0.0,NE,RB
382,Devonta Freeman,0.0,BAL,RB
385,David Johnson,0.0,HOU,RB
386,Mike Davis,0.0,ATL,RB
389,Duke Johnson,0.0,BUF,RB
0,Josh Gordon,314.4,KC,WR
1,Antonio Brown,308.9,FA,WR
2,AJ Green,306.6,ARI,WR
3,Dez Bryant,292.4,FA,WR
5,DeSean Jackson,269.4,LV,WR
6,Julian Edelman,251.7,FA,WR
9,Marvin Jones,188.7,JAC,WR
11,Emmanuel Sanders,181.5,BUF,WR
12,DeAndre Hopkins,142.2,ARI,WR
16,Robert Woods,120.3,TEN,WR
17,Julio Jones,109.7,FA,WR
18,Randall Cobb,106.1,GB,WR
21,Cole Beasley,87.8,FA,WR
26,KJ Osborn,0.0,MIN,WR
28,Gabriel Davis,0.0,BUF,WR
38,Donovan Peoples-Jones,0.0,CLE,WR
39,Michael Pittman,0.0,IND,WR
42,Brandon Aiyuk,0.0,SF,WR
43,Justin Jefferson,0.0,MIN,WR
48,Jauan Jennings,0.0,SF,WR
54,Marquez Callaway,0.0,NO,WR
56,DeVonta Smith,0.0,PHI,WR
58,Van Jefferson,0.0,LAR,WR
64,Laviska Shenault,0.0,JAC,WR
71,Olamide Zaccheaus,0.0,ATL,WR
77,Tee Higgins,0.0,CIN,WR
78,CeeDee Lamb,0.0,DAL,WR
79,Jerry Jeudy,0.0,DEN,WR
86,Amari Rodgers,0.0,GB,WR
87,Nico Collins,0.0,HOU,WR
90,Anthony Schwartz,0.0,CLE,WR
92,Kadarius Toney,0.0,NYG,WR
101,Darnell Mooney,0.0,CHI,WR
103,Amon-Ra St,0.0,DET,WR
104,Rondale Moore,0.0,ARI,WR
105,Rashod Bateman,0.0,BAL,WR
106,Jaylen Waddle,0.0,MIA,WR
107,Ja'Marr Chase,0.0,CIN,WR
112,Elijah Moore,0.0,NYJ,WR
130,Russell Gage,0.0,TB,WR
134,Marquez Valdes-Scantling,0.0,KC,WR
144,Allen Lazard,0.0,GB,WR
147,Byron Pringle,0.0,CHI,WR
151,Kendrick Bourne,0.0,NE,WR
152,Cedrick Wilson,0.0,MIA,WR
153,DJ Chark,0.0,DET,WR
154,Braxton Berrios,0.0,NYJ,WR
156,Christian Kirk,0.0,JAC,WR
158,DJ Moore,0.0,CAR,WR
162,Michael Gallup,0.0,DAL,WR
163,Calvin Ridley,0.0,ATL,WR
165,James Washington,0.0,DAL,WR
166,Courtland Sutton,0.0,DEN,WR
172,Terry McLaurin,0.0,WAS,WR
178,Mecole Hardman,0.0,KC,WR
179,Parris Campbell,0.0,IND,WR
187,Scotty Miller,0.0,TB,WR
191,Jakobi Meyers,0.0,NE,WR
194,Bryan Edwards,0.0,LV,WR
196,Chase Claypool,0.0,PIT,WR
199,Diontae Johnson,0.0,PIT,WR
203,Hunter Renfrow,0.0,LV,WR
206,Deebo Samuel,0.0,SF,WR
209,Marquise Brown,0.0,BAL,WR
210,DK Metcalf,0.0,SEA,WR
211,AJ Brown,0.0,TEN,WR
233,Terrace Marshall,0.0,CAR,WR
245,Joshua Palmer,0.0,LAC,WR
317,Cordarrelle Patterson,0.0,ATL,WR
319,John Brown,0.0,FA,WR
320,Allen Robinson,0.0,LAR,WR
321,Davante Adams,0.0,LV,WR
325,Brandin Cooks,0.0,HOU,WR
339,Keenan Allen,0.0,LAC,WR
341,Mike Evans,0.0,TB,WR
342,Sammy Watkins,0.0,GB,WR
391,Brandon Marshall,0.0,FA,WR
473,Michael Thomas,0.0,NO,WR
476,Sterling Shepard,0.0,NYG,WR
477,Tyler Boyd,0.0,CIN,WR
482,Tyreek Hill,0.0,MIA,WR
485,Robby Anderson,0.0,CAR,WR
501,JuJu Smith-Schuster,0.0,KC,WR
502,Chris Godwin,0.0,TB,WR
504,Corey Davis,0.0,NYJ,WR
505,Mike Williams,0.0,LAC,WR
510,Tim Patrick,0.0,DEN,WR
515,Cooper Kupp,0.0,LAR,WR
517,Kenny Golladay,0.0,NYG,WR
522,Curtis Samuel,0.0,WAS,WR
523,Adam Thielen,0.0,MIN,WR
526,Tyrell Williams,0.0,FA,WR
528,Tyler Lockett,0.0,SEA,WR
529,Stefon Diggs,0.0,BUF,WR
532,Jamison Crowder,0.0,BUF,WR
534,Nelson Agholor,0.0,NE,WR
536,DeVante Parker,0.0,NE,WR
537,Amari Cooper,0.0,CLE,WR
0,Jimmy Graham,303.5,CHI,TE
2,Greg Olsen,190.6,FA,TE
4,Rob Gronkowski,122.2,FA,TE
5,Jordan Reed,114.7,FA,TE
6,Zach Ertz,106.9,ARI,TE
8,Marcedes Lewis,82.9,GB,TE
18,Jack Doyle,6.9,FA,TE
33,Adam Trautman,0.0,NO,TE
45,Cole Kmet,0.0,CHI,TE
61,Brevin Jordan,0.0,HOU,TE
62,Pat Freiermuth,0.0,PIT,TE
63,Kyle Pitts,0.0,ATL,TE
66,Hayden Hurst,0.0,CIN,TE
67,Dalton Schultz,0.0,DAL,TE
72,Noah Fant,0.0,SEA,TE
73,Dallas Goedert,0.0,PHI,TE
77,Tyler Conklin,0.0,NYJ,TE
78,Mike Gesicki,0.0,MIA,TE
79,Mark Andrews,0.0,BAL,TE
80,Taysom Hill,0.0,NO,TE
92,Irv Smith,0.0,MIN,TE
95,Dawson Knox,0.0,BUF,TE
112,Albert Okwuegbunam,0.0,DEN,TE
113,TJ Hockenson,0.0,DET,TE
208,Logan Thomas,0.0,WAS,TE
229,Travis Kelce,0.0,KC,TE
247,Benjamin Watson,0.0,FA,TE
255,Clark Harris,0.0,CIN,TE
257,Jared Cook,0.0,LAC,TE
262,Vernon Davis,0.0,FA,TE
279,Martellus Bennett,0.0,FA,TE
283,Tyler Higbee,0.0,LAR,TE
288,Austin Hooper,0.0,TEN,TE
295,Hunter Henry,0.0,NE,TE
296,Gerald Everett,0.0,LAC,TE
297,Jonnu Smith,0.0,NE,TE
299,George Kittle,0.0,SF,TE
301,Robert Tonyan,0.0,GB,TE
304,Mo Alie-Cox,0.0,IND,TE
315,OJ Howard,0.0,BUF,TE
316,David Njoku,0.0,CLE,TE
317,Evan Engram,0.0,JAC,TE
320,Cameron Brate,0.0,TB,TE
324,CJ Uzomah,0.0,NYJ,TE
325,Darren Waller,0.0,LV,TE
0,Seahawks,196.0,SEA,DST
1,Panthers,190.0,CAR,DST
2,Chiefs,180.0,KC,DST
3,Cardinals,168.0,ARI,DST
4,Bengals,167.0,CIN,DST
5,49ers,163.0,SF,DST
6,Patriots,145.0,NE,DST
7,Bills,143.0,BUF,DST
8,Colts,132.0,IND,DST
9,Buccaneers,126.0,TB,DST
10,Eagles,122.0,PHI,DST
11,Dolphins,121.0,MIA,DST
12,Giants,120.0,NYG,DST
13,Titans,116.0,TEN,DST
14,Broncos,115.0,DEN,DST
15,Cowboys,115.0,DAL,DST
16,Ravens,111.0,BAL,DST
17,Browns,111.0,CLE,DST
18,Bears,111.0,CHI,DST
19,Steelers,110.0,PIT,DST
20,Saints,109.0,NO,DST
22,Packers,100.0,GB,DST
23,Commanders,99.0,WAS,DST
27,Vikings,72.0,MIN,DST
29,Rams,0.0,LAR,DST
30,Chargers,0.0,LAC,DST
31,Raiders,0.0,LV,DST
1,Matt Prater,170.0,ARI,K
2,Justin Tucker,162.0,BAL,K
4,Mason Crosby,157.0,GB,K
6,Nick Folk,144.0,NE,K
7,Robbie Gould,135.0,SF,K
8,Graham Gano,131.0,NYG,K
9,Ryan Succop,126.0,TB,K
10,Greg Zuerlein,122.0,NYJ,K
12,Randy Bullock,118.0,TEN,K
13,Kai Forbath,86.0,LAR,K
14,Greg Joseph,0.0,MIN,K
15,Michael Badgley,0.0,IND,K
20,Matt Gay,0.0,LAR,K
23,Matthew Wright,0.0,JAC,K
28,Rodrigo Blankenship,0.0,IND,K
29,Jake Elliott,0.0,PHI,K
30,Jason Sanders,0.0,MIA,K
31,Daniel Carlson,0.0,LV,K
32,Younghoe Koo,0.0,ATL,K
33,Harrison Butker,0.0,KC,K
37,Wil Lutz,0.0,NO,K
42,Evan McPherson,0.0,CIN,K
45,Chris Naggar,0.0,DAL,K
48,Tyler Bass,0.0,BUF,K
58,Sebastian Janikowski,0.0,FA,K
76,Matt Bryant,0.0,FA,K
78,Chris Boswell,0.0,PIT,K
79,Brandon McManus,0.0,DEN,K
83,Michael Palardy,0.0,MIA,K
84,Dustin Hopkins,0.0,LAC,K
