Player,FPTS,Team,Pos
Joe Burrow,38.1,CIN,QB
Dak Prescott,31.3,DAL,QB
Josh Allen,31.0,BUF,QB
Zach Wilson,23.2,NYJ,QB
Patrick Mahomes,22.3,KC,QB
Kyler Murray,21.9,ARI,QB
Josh Johnson,20.2,BAL,QB
Aaron Rodgers,20.0,GB,QB
Justin Herbert,18.9,LAC,QB
Davis Mills,18.1,HOU,QB
Carson Wentz,17.4,IND,QB
Kirk Cousins,17.3,MIN,QB
Jalen Hurts,16.7,PHI,QB
Russell Wilson,16.5,SEA,QB
Jimmy Garoppolo,15.2,SF,QB
Ryan Tannehill,14.6,TEN,QB
Tom Brady,14.4,TB,QB
Baker Mayfield,14.0,CLE,QB
Matt Ryan,13.1,ATL,QB
Trevor Lawrence,12.9,JAC,QB
Tua Tagovailoa,11.0,MIA,QB
Matthew Stafford,9.7,LAR,QB
Derek Carr,9.5,LV,QB
Sam Darnold,8.7,CAR,QB
Ben Roethlisberger,7.4,PIT,QB
Mac Jones,7.1,NE,QB
Drew Lock,7.1,DEN,QB
Taylor Heinicke,6.7,WAS,QB
Cam Newton,5.6,CAR,QB
Justin Fields,0.0,CHI,QB
Trey Lance,0.0,SF,QB
Daniel Jones,0.0,NYG,QB
Tyler Huntley,0.0,BAL,QB
Jordan Love,0.0,GB,QB
Gardner Minshew,0.0,PHI,QB
Lamar Jackson,0.0,BAL,QB
Andy Dalton,0.0,CHI,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Jared Goff,0.0,DET,QB
Trevor Siemian,0.0,NO,QB
Taysom Hill,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Teddy Bridgewater,0.0,DEN,QB
Jameis Winston,0.0,NO,QB
Justin Jackson,34.2,LAC,RB
Joe Mixon,31.5,CIN,RB
Rex Burkhead,28.9,HOU,RB
Damien Harris,28.3,NE,RB
Nick Chubb,27.4,CLE,RB
Chase Edmonds,26.7,ARI,RB
David Montgomery,23.6,CHI,RB
Sony Michel,20.5,LAR,RB
Rashaad Penny,19.5,SEA,RB
Devin Singletary,18.8,BUF,RB
Ezekiel Elliott,17.2,DAL,RB
Ronald Jones,16.1,TB,RB
Najee Harris,16.0,PIT,RB
Alexander Mattison,16.0,MIN,RB
Dare Ogunbowale,15.2,JAC,RB
Jeff Wilson,14.7,SF,RB
Michael Carter,14.4,NYJ,RB
Antonio Gibson,13.8,WAS,RB
Aaron Jones,13.7,GB,RB
Derrick Gore,13.4,KC,RB
Ke'Shawn Vaughn,13.0,TB,RB
Darrel Williams,11.5,KC,RB
Josh Jacobs,11.4,LV,RB
Jonathan Taylor,10.8,IND,RB
Clyde Edwards-Helaire,10.1,KC,RB
Boston Scott,10.1,PHI,RB
Javonte Williams,10.0,DEN,RB
Devonta Freeman,10.0,BAL,RB
Khalil Herbert,9.8,CHI,RB
AJ Dillon,8.6,GB,RB
Devontae Booker,8.6,NYG,RB
Cordarrelle Patterson,8.3,ATL,RB
Craig Reynolds,8.1,DET,RB
Alvin Kamara,7.9,NO,RB
DeeJay Dallas,7.8,SEA,RB
Jamaal Williams,7.7,DET,RB
D'Onta Foreman,7.7,TEN,RB
Jordan Howard,7.6,PHI,RB
D'Ernest Johnson,7.6,CLE,RB
Tevin Coleman,7.1,NYJ,RB
Tony Pollard,7.0,DAL,RB
JaMycal Hasty,5.9,SF,RB
Miles Sanders,5.8,PHI,RB
Mike Davis,4.5,ATL,RB
Brandon Bolden,4.4,NE,RB
Duke Johnson,3.9,MIA,RB
Ameer Abdullah,3.9,CAR,RB
Saquon Barkley,3.8,NYG,RB
Phillip Lindsay,3.6,MIA,RB
Zack Moss,3.5,BUF,RB
Latavius Murray,3.4,BAL,RB
Dontrell Hilliard,3.4,TEN,RB
Royce Freeman,3.4,HOU,RB
Jaret Patterson,3.3,WAS,RB
Joshua Kelley,3.1,LAC,RB
Jeremy McNichols,3.1,TEN,RB
Nyheim Hines,2.8,IND,RB
Myles Gaskin,2.6,MIA,RB
Samaje Perine,2.6,CIN,RB
Damien Williams,2.4,CHI,RB
Mark Ingram,1.7,NO,RB
Darrell Henderson,1.7,LAR,RB
Kenneth Gainwell,1.6,PHI,RB
Melvin Gordon,1.0,DEN,RB
James Robinson,1.0,JAC,RB
Chuba Hubbard,0.9,CAR,RB
Tony Jones,0.6,NO,RB
Ty'Son Williams,0.0,BAL,RB
Eno Benjamin,0.0,ARI,RB
Cam Akers,0.0,LAR,RB
Salvon Ahmed,0.0,MIA,RB
Trey Sermon,0.0,SF,RB
Jermar Jefferson,0.0,DET,RB
J.K. Dobbins,0.0,BAL,RB
Gus Edwards,0.0,BAL,RB
Mike Boone,0.0,DEN,RB
Matt Breida,0.0,BUF,RB
Godwin Igwebuike,0.0,DET,RB
Travis Etienne,0.0,JAC,RB
D'Andre Swift,0.0,DET,RB
Austin Walter,0.0,NYJ,RB
Ty Johnson,0.0,NYJ,RB
Elijah Mitchell,0.0,SF,RB
Rhamondre Stevenson,0.0,NE,RB
Adrian Peterson,0.0,SEA,RB
Alex Collins,0.0,SEA,RB
Derrick Henry,0.0,TEN,RB
Kenyan Drake,0.0,LV,RB
Raheem Mostert,0.0,SF,RB
Austin Ekeler,0.0,LAC,RB
Chris Carson,0.0,SEA,RB
Tarik Cohen,0.0,CHI,RB
James Conner,0.0,ARI,RB
Marlon Mack,0.0,IND,RB
Kareem Hunt,0.0,CLE,RB
Christian McCaffrey,0.0,CAR,RB
Leonard Fournette,0.0,TB,RB
Dalvin Cook,0.0,MIN,RB
J.D. McKissic,0.0,WAS,RB
Carlos Hyde,0.0,JAC,RB
James White,0.0,NE,RB
Malcolm Brown,0.0,MIA,RB
Giovani Bernard,0.0,TB,RB
David Johnson,0.0,HOU,RB
Le'Veon Bell,-0.1,TB,RB
Tee Higgins,43.4,CIN,WR
Davante Adams,33.4,GB,WR
A.J. Brown,31.5,TEN,WR
Isaiah McKenzie,29.4,BUF,WR
Deebo Samuel,28.1,SF,WR
Amon-Ra St.,26.0,DET,WR
Byron Pringle,25.5,KC,WR
Jaylen Waddle,25.2,MIA,WR
Amari Cooper,21.5,DAL,WR
Stefon Diggs,21.5,BUF,WR
Cooper Kupp,21.3,LAR,WR
Antonio Brown,20.1,FA,WR
Justin Jefferson,19.6,MIN,WR
Ja'Marr Chase,19.5,CIN,WR
DeVonta Smith,19.0,PHI,WR
K.J. Osborn,17.8,MIN,WR
Tyler Boyd,17.5,CIN,WR
Michael Pittman,16.5,IND,WR
Marvin Jones,15.4,JAC,WR
Joshua Palmer,15.3,LAC,WR
T.Y. Hilton,15.1,IND,WR
Diontae Johnson,15.1,PIT,WR
Braxton Berrios,15.0,NYJ,WR
Brandon Aiyuk,14.0,SF,WR
Allen Lazard,13.8,GB,WR
Odell Beckham,13.7,LAR,WR
Hunter Renfrow,13.0,LV,WR
Rashod Bateman,12.6,BAL,WR
Cyril Grayson,12.5,TB,WR
Nico Collins,12.3,HOU,WR
D.K. Metcalf,12.1,SEA,WR
Mecole Hardman,12.1,KC,WR
Jakobi Meyers,11.9,NE,WR
Christian Kirk,11.8,ARI,WR
Zay Jones,11.0,LV,WR
Darnell Mooney,10.9,CHI,WR
Robby Anderson,10.8,CAR,WR
DJ Moore,10.5,CAR,WR
CeeDee Lamb,10.4,DAL,WR
Jarvis Landry,9.5,CLE,WR
Marquise Brown,9.4,BAL,WR
Laquon Treadwell,9.4,JAC,WR
Jerry Jeudy,9.0,DEN,WR
Marquez Callaway,8.6,NO,WR
DeSean Jackson,8.4,LV,WR
Chase Claypool,8.1,PIT,WR
Keenan Allen,7.5,LAC,WR
Quez Watkins,7.3,PHI,WR
Courtland Sutton,7.3,DEN,WR
Michael Gallup,7.3,DAL,WR
Adam Thielen,7.0,MIN,WR
Terry McLaurin,7.0,WAS,WR
Kadarius Toney,6.8,NYG,WR
Tyler Lockett,6.0,SEA,WR
Russell Gage,5.9,ATL,WR
Nick Westbrook-Ikhine,5.8,TEN,WR
Josh Reynolds,5.6,DET,WR
Kendrick Bourne,5.3,NE,WR
Kenny Golladay,5.2,NYG,WR
Kalif Raymond,4.7,DET,WR
A.J. Green,4.3,ARI,WR
Emmanuel Sanders,4.0,BUF,WR
Tyreek Hill,3.9,KC,WR
Tim Patrick,3.8,DEN,WR
Jalen Reagor,3.5,PHI,WR
