Player,FPTS,Team,Pos
Lamar Jackson,32.6,BAL,QB
Justin Herbert,31.6,LAC,QB
Matt Ryan,28.5,ATL,QB
Carson Wentz,24.2,IND,QB
Teddy Bridgewater,21.9,DEN,QB
Kirk Cousins,21.6,MIN,QB
Jimmy Garoppolo,20.3,SF,QB
Dak Prescott,19.9,DAL,QB
Justin Fields,19.1,CHI,QB
Baker Mayfield,16.7,CLE,QB
Jalen Hurts,16.7,PHI,QB
Ben Roethlisberger,16.2,PIT,QB
Trevor Siemian,16.0,NO,QB
Matthew Stafford,15.1,LAR,QB
Ryan Tannehill,15.0,TEN,QB
Jordan Love,12.9,GB,QB
Derek Carr,12.3,LV,QB
Josh Allen,11.6,BUF,QB
Patrick Mahomes,10.4,KC,QB
Joe Burrow,9.4,CIN,QB
Tyrod Taylor,8.9,HOU,QB
Daniel Jones,8.1,NYG,QB
Mac Jones,7.0,NE,QB
Trevor Lawrence,5.1,JAC,QB
Sam Darnold,4.8,CAR,QB
Taysom Hill,1.7,NO,QB
Aaron Rodgers,0.0,GB,QB
Trey Lance,0.0,SF,QB
Tua Tagovailoa,0.0,MIA,QB
Gardner Minshew,0.0,PHI,QB
Kyler Murray,0.0,ARI,QB
Zach Wilson,0.0,NYJ,QB
Russell Wilson,0.0,SEA,QB
Cam Newton,0.0,CAR,QB
Andy Dalton,0.0,CHI,QB
Ryan Fitzpatrick,0.0,WAS,QB
Tom Brady,0.0,TB,QB
Jared Goff,0.0,DET,QB
Deshaun Watson,0.0,HOU,QB
Taylor Heinicke,0.0,WAS,QB
Jameis Winston,0.0,NO,QB
James Conner,40.3,ARI,RB
Jonathan Taylor,34.0,IND,RB
Nick Chubb,30.3,CLE,RB
Joe Mixon,28.0,CIN,RB
Nyheim Hines,20.8,IND,RB
Alvin Kamara,20.4,NO,RB
Cordarrelle Patterson,19.6,ATL,RB
Melvin Gordon,17.5,DEN,RB
Najee Harris,16.8,PIT,RB
Devonta Freeman,16.3,BAL,RB
Kenyan Drake,16.0,LV,RB
Myles Gaskin,15.7,MIA,RB
Devontae Booker,15.2,NYG,RB
Dalvin Cook,15.2,MIN,RB
Christian McCaffrey,14.6,CAR,RB
Josh Jacobs,13.5,LV,RB
Jordan Howard,13.1,PHI,RB
AJ Dillon,13.0,GB,RB
Devin Singletary,12.9,BUF,RB
Elijah Mitchell,12.9,SF,RB
Rhamondre Stevenson,12.6,NE,RB
Ezekiel Elliott,12.6,DAL,RB
Ty Johnson,12.1,NYJ,RB
Mark Ingram,11.4,NO,RB
Austin Ekeler,11.2,LAC,RB
Javonte Williams,11.1,DEN,RB
Le'Veon Bell,10.8,FA,RB
Darrel Williams,10.7,KC,RB
Sony Michel,10.6,LAR,RB
Damien Harris,10.3,NE,RB
Brandon Bolden,10.1,NE,RB
David Montgomery,10.0,CHI,RB
Eno Benjamin,9.9,ARI,RB
Adrian Peterson,9.6,SEA,RB
Michael Carter,9.6,NYJ,RB
Darrell Henderson,8.8,LAR,RB
David Johnson,7.0,HOU,RB
Ameer Abdullah,7.0,CAR,RB
Kene Nwangwu,6.9,MIN,RB
Jeremy McNichols,6.5,TEN,RB
Kenneth Gainwell,6.3,PHI,RB
Carlos Hyde,6.3,JAC,RB
Samaje Perine,5.7,CIN,RB
Tony Pollard,5.3,DAL,RB
Aaron Jones,5.3,GB,RB
Chuba Hubbard,4.6,CAR,RB
Zack Moss,4.4,BUF,RB
JaMycal Hasty,4.3,SF,RB
Boston Scott,4.0,PHI,RB
Derrick Gore,2.9,KC,RB
D'Onta Foreman,2.9,TEN,RB
Mike Davis,2.8,ATL,RB
Phillip Lindsay,2.8,MIA,RB
D'Ernest Johnson,1.6,CLE,RB
Alexander Mattison,1.3,MIN,RB
Khalil Herbert,1.3,CHI,RB
Rex Burkhead,0.9,HOU,RB
Salvon Ahmed,0.6,MIA,RB
Chase Edmonds,0.3,ARI,RB
Trey Sermon,0.0,SF,RB
Travis Etienne,0.0,JAC,RB
James Robinson,0.0,JAC,RB
Ty'Son Williams,0.0,BAL,RB
Antonio Gibson,0.0,WAS,RB
D'Andre Swift,0.0,DET,RB
J.K. Dobbins,0.0,BAL,RB
Tony Jones,0.0,NO,RB
