Player,FPTS,Team,Pos
Tua Tagovailoa,28.5,MIA,QB
Joe Burrow,27.6,CIN,QB
Matthew Stafford,27.2,LAR,QB
Aaron Rodgers,24.7,GB,QB
Tom Brady,24.4,TB,QB
Jalen Hurts,23.5,PHI,QB
Lamar Jackson,23.1,BAL,QB
Kyler Murray,22.4,ARI,QB
Mac Jones,22.2,NE,QB
Taylor Heinicke,21.2,WAS,QB
Ryan Tannehill,20.4,TEN,QB
Carson Wentz,20.3,IND,QB
Derek Carr,20.0,LV,QB
Matt Ryan,18.4,ATL,QB
Daniel Jones,17.5,NYG,QB
Jameis Winston,16.9,NO,QB
Teddy Bridgewater,14.8,DEN,QB
Jared Goff,13.0,DET,QB
Patrick Mahomes,8.7,KC,QB
Jimmy Garoppolo,7.2,SF,QB
Justin Fields,4.2,CHI,QB
Sam Darnold,3.5,CAR,QB
Zach Wilson,2.0,NYJ,QB
Trevor Lawrence,0.0,JAC,QB
Trey Lance,0.0,SF,QB
Jordan Love,0.0,GB,QB
Baker Mayfield,0.0,CLE,QB
Josh Allen,0.0,BUF,QB
Gardner Minshew,0.0,PHI,QB
Justin Herbert,0.0,LAC,QB
Kirk Cousins,0.0,MIN,QB
Russell Wilson,0.0,SEA,QB
Cam Newton,0.0,CAR,QB
Andy Dalton,0.0,CHI,QB
Tyrod Taylor,0.0,HOU,QB
Ben Roethlisberger,0.0,PIT,QB
Ryan Fitzpatrick,0.0,WAS,QB
Dak Prescott,0.0,DAL,QB
Trevor Siemian,0.0,NO,QB
Taysom Hill,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Alvin Kamara,33.9,NO,RB
D'Andre Swift,28.4,DET,RB
Damien Harris,25.3,NE,RB
D'Ernest Johnson,24.8,CLE,RB
Brandon Bolden,19.9,NE,RB
Khalil Herbert,18.3,CHI,RB
Jonathan Taylor,18.0,IND,RB
Myles Gaskin,17.7,MIA,RB
Javonte Williams,17.2,DEN,RB
Leonard Fournette,17.0,TB,RB
Kenyan Drake,16.9,LV,RB
Elijah Mitchell,16.7,SF,RB
Derrick Henry,16.4,TEN,RB
Michael Carter,16.4,NYJ,RB
Josh Jacobs,15.8,LV,RB
Devontae Booker,14.6,NYG,RB
Samaje Perine,14.5,CIN,RB
Cordarrelle Patterson,14.1,ATL,RB
Kenneth Gainwell,14.1,PHI,RB
Ty Johnson,13.1,NYJ,RB
Devonta Freeman,12.9,BAL,RB
James Conner,12.4,ARI,RB
Joe Mixon,11.9,CIN,RB
Melvin Gordon,11.2,DEN,RB
David Johnson,10.2,HOU,RB
Chase Edmonds,10.0,ARI,RB
Boston Scott,9.9,PHI,RB
J.D. McKissic,9.6,WAS,RB
Chuba Hubbard,9.6,CAR,RB
Darrell Henderson,9.4,LAR,RB
Aaron Jones,8.9,GB,RB
Darrel Williams,8.0,KC,RB
Antonio Gibson,7.6,WAS,RB
Salvon Ahmed,7.2,MIA,RB
Mark Ingram,5.7,NO,RB
Jamaal Williams,5.7,DET,RB
Alex Collins,5.4,SEA,RB
Ty'Son Williams,5.4,BAL,RB
JaMycal Hasty,4.6,SF,RB
Ronald Jones,4.3,TB,RB
Miles Sanders,3.7,PHI,RB
Giovani Bernard,2.5,TB,RB
Nyheim Hines,2.2,IND,RB
Jeremy McNichols,2.0,TEN,RB
Malcolm Brown,1.9,MIA,RB
Damien Williams,1.8,CHI,RB
Derrick Gore,1.7,KC,RB
Le'Veon Bell,1.4,FA,RB
Mike Davis,1.0,ATL,RB
Rashaad Penny,0.9,SEA,RB
Phillip Lindsay,0.8,MIA,RB
Eno Benjamin,0.7,ARI,RB
Marlon Mack,0.4,IND,RB
Sony Michel,0.4,LAR,RB
Wayne Gallman,0.2,ATL,RB
James Robinson,0.0,JAC,RB
Travis Etienne,0.0,JAC,RB
J.K. Dobbins,0.0,BAL,RB
Zack Moss,0.0,BUF,RB
Cam Akers,0.0,LAR,RB
Najee Harris,0.0,PIT,RB
