,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
459,D'Andre Swift,RB,DET,63,36,35,52,50,49,52,44,bye,66,35,10,0,0,0,0,36,32,560,43.1
460,Tee Higgins,WR,CIN,51,50,0,0,47,41,42,42,57,bye,59,43,60,50,46,64,58,0,710,50.7
461,Jonathan Taylor,RB,IND,42,30,29,36,36,31,47,59,43,54,57,49,55,bye,51,55,41,52,767,45.1
462,Jalen Reagor,WR,PHI,50,42,50,52,47,43,56,12,29,50,55,45,48,bye,39,32,31,69,750,44.1
463,Jacob Eason,QB,IND,0,5,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,5,5.0
464,Laviska Shenault,WR,JAC,52,45,44,42,52,52,bye,52,48,51,29,53,31,45,47,0,13,41,697,43.6
465,DeVonta Smith,WR,PHI,62,49,57,68,62,51,60,44,44,54,72,61,44,bye,62,54,58,14,916,53.9
466,Cole Kmet,TE,CHI,51,47,43,57,51,48,59,63,48,bye,53,60,55,46,69,71,53,61,935,55.0
467,Brycen Hopkins,TE,LAR,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,22,0,0,0,22,22.0
468,Justin Jefferson,WR,MIN,76,53,62,59,60,84,bye,47,43,60,63,51,69,67,59,61,54,46,1014,59.6
469,Jake Fromm,QB,NYG,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,13,40,0,60,113,37.7
470,Jordan Love,QB,GB,15,3,0,0,0,0,0,0,63,0,1,0,bye,0,0,0,12,37,131,21.8
471,Brandon Aiyuk,WR,SF,26,38,60,51,46,bye,40,49,55,61,64,63,54,67,56,55,56,65,906,53.3
472,Zack Moss,RB,BUF,0,18,44,40,42,42,bye,47,19,28,16,0,24,0,0,26,16,18,380,29.2
473,KJ Hamler,WR,DEN,24,49,15,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,88,29.3
474,Cam Akers,RB,LAR,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,13,13,13.0
475,Devin Duvernay,WR,BAL,39,37,33,33,64,34,36,bye,41,44,44,35,44,49,22,0,30,18,603,37.7
476,Jalen Hurts,QB,PHI,71,58,58,74,67,52,69,51,57,64,78,67,0,bye,71,56,61,0,954,63.6
477,Michael Pittman,WR,IND,74,60,57,61,61,46,62,77,53,56,52,65,54,bye,28,68,55,50,979,57.6
478,Tyler Huntley,QB,BAL,0,0,0,0,0,4,12,bye,0,0,81,0,0,64,70,0,71,71,373,53.3
479,Donovan Peoples-Jones,WR,CLE,47,46,53,46,49,46,0,0,29,50,0,45,bye,60,52,59,64,53,699,49.9
480,Najee Harris,RB,PIT,58,53,79,48,42,63,bye,62,59,76,52,36,58,71,49,56,78,40,980,57.6
481,Kylin Hill,RB,GB,14,5,0,0,2,0,5,0,0,0,0,0,bye,0,0,0,0,0,26,3.3
482,Clyde Edwards-Helaire,RB,KC,47,33,49,35,22,0,0,0,0,0,32,bye,29,23,51,21,0,0,342,34.2
483,John Hightower,WR,PHI,0,0,0,0,0,0,0,0,2,0,0,0,0,bye,0,0,0,0,2,2.0
484,KJ Hill,WR,LAC,7,0,0,2,4,1,bye,0,0,0,0,0,0,0,0,0,0,0,14,2.3
485,La'Mical Perine,RB,NYJ,0,0,0,0,0,bye,0,6,0,0,0,0,0,17,0,0,0,0,23,11.5
486,Antonio Gandy-Golden,WR,WAS,0,0,0,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,0,6,6.0
487,Denzel Mims,WR,NYJ,3,0,0,0,8,bye,20,59,46,0,0,0,21,22,23,32,0,35,269,26.9
488,Ke'Shawn Vaughn,RB,TB,0,0,0,0,0,0,8,0,bye,0,9,0,0,0,19,24,24,27,111,18.5
489,AJ Dillon,RB,GB,16,19,18,29,21,25,13,29,24,36,44,42,bye,35,23,26,39,37,476,28.0
490,James Proche,WR,BAL,0,0,13,24,50,5,16,bye,0,0,0,0,0,0,16,28,0,0,152,21.7
491,Eno Benjamin,RB,ARI,0,0,0,0,0,0,4,0,17,15,18,bye,4,0,0,0,9,25,92,11.5
492,Anthony McFarland,RB,PIT,0,0,0,0,0,0,bye,7,0,0,0,12,0,0,0,0,0,0,19,9.5
493,Colby Parkinson,TE,SEA,0,0,0,0,35,0,0,0,bye,0,4,0,0,0,1,22,20,36,118,19.7
494,Kellen Mond,QB,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,3,0,3,3.0
495,Harrison Bryant,TE,CLE,19,31,33,29,31,0,30,23,25,23,31,16,bye,0,22,19,19,34,385,25.7
496,Quintez Cephus,WR,DET,32,51,45,62,22,0,0,0,bye,0,0,0,0,0,0,0,0,0,212,42.4
497,Gabriel Davis,WR,BUF,43,0,23,31,14,26,bye,32,19,30,19,28,16,65,63,0,66,75,550,36.7
498,Darrynton Evans,RB,TEN,0,0,0,0,0,0,6,0,0,0,0,0,bye,0,0,0,0,0,6,6.0
499,Adam Trautman,TE,NO,51,0,51,39,48,bye,64,66,67,56,44,0,0,0,35,0,0,50,571,51.9
500,Trey Sermon,RB,SF,0,1,41,39,2,bye,0,0,0,0,24,0,0,0,0,0,0,0,107,17.8
501,J.J. Taylor,RB,NE,0,5,10,4,0,0,20,0,0,13,0,0,0,bye,0,0,0,0,52,10.4
502,Joshua Kelley,RB,LAC,0,0,0,0,26,18,bye,0,17,8,0,16,0,19,13,17,0,0,134,16.8
503,Salvon Ahmed,RB,MIA,11,23,0,5,11,19,22,16,14,9,0,13,22,bye,0,0,0,0,165,15.0
504,Josiah Deguara,TE,GB,0,0,17,24,0,15,11,16,15,25,27,35,bye,37,35,33,30,29,349,24.9
505,Rodney Smith,RB,CAR,0,0,0,26,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,26,26.0
506,Tony Jones,RB,NO,22,12,13,9,0,bye,0,0,0,0,10,21,0,20,0,2,9,14,132,13.2
507,Van Jefferson,WR,LAR,36,54,50,46,39,42,61,56,75,52,bye,61,53,46,61,67,31,45,875,51.5
508,Easop Winston,WR,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,7,1,6,0,0,14,4.7
509,Darius Bradwell,RB,LAC,0,0,0,0,0,0,bye,0,0,0,0,7,0,0,0,0,0,0,7,7.0
510,Luke Farrell,TE,JAC,0,36,17,16,8,17,bye,18,29,0,0,0,0,0,0,0,34,32,207,23.0
511,Marquez Callaway,WR,NO,52,32,38,56,46,bye,68,59,60,52,50,34,48,50,52,41,49,46,833,49.0
512,Mitchell Wilcox,TE,CIN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,3,0,47,51,12.8
513,DeeJay Dallas,RB,SEA,3,0,0,1,14,22,1,2,bye,0,18,28,2,11,33,22,2,2,161,9.5
514,Tarik Black,WR,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,19,19,19.0
515,Larry Rountree,RB,LAC,22,10,11,22,0,0,bye,8,6,9,19,0,0,0,0,0,0,0,107,11.9
516,Noah Gray,TE,KC,0,0,11,18,0,0,22,0,0,25,18,bye,0,0,0,50,10,0,154,22.0
517,Patrick Taylor,RB,GB,0,0,0,0,0,0,0,0,0,3,15,0,bye,0,0,0,12,31,61,12.2
518,Artavis Pierce,RB,CHI,0,0,0,0,0,3,0,0,0,bye,0,0,0,0,0,0,0,0,3,3.0
519,Juwan Johnson,TE,NO,12,18,8,14,6,bye,20,17,0,10,0,0,24,23,22,0,27,11,212,16.3
520,Scottie Phillips,RB,HOU,0,0,0,0,0,0,0,15,4,bye,0,0,0,0,0,0,0,0,19,9.5
521,Jauan Jennings,WR,SF,0,6,0,8,0,bye,9,7,0,32,33,26,29,47,25,27,30,44,323,24.8
522,Antonio Gibson,RB,WAS,36,43,31,37,47,23,30,23,bye,46,33,57,55,46,43,22,0,32,604,37.8
523,JaMycal Hasty,RB,SF,16,25,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,41,20.5
524,James Robinson,RB,JAC,47,41,40,53,48,56,bye,8,0,39,29,38,26,35,59,11,0,0,530,37.9
525,Ty'Son Williams,RB,BAL,35,37,29,0,14,0,21,bye,18,0,0,2,0,0,0,0,0,2,158,19.8
526,Stephen Sullivan,TE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,17,0,0,17,17.0
527,Jason Huntley,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,31,31,31.0
528,Charlie Woerner,TE,SF,0,0,0,0,21,bye,30,45,0,0,0,19,7,14,13,0,10,0,159,19.9
529,Tyrie Cleveland,WR,DEN,0,0,0,0,5,10,4,0,0,0,bye,0,0,0,0,0,0,0,19,4.8
530,Noah Togiai,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,24,24,24.0
531,Ben Ellefson,TE,MIN,0,16,0,0,14,0,bye,0,0,0,0,0,0,0,0,0,0,7,37,12.3
532,Mason Kinsey,WR,TEN,0,0,0,0,0,0,3,0,0,0,0,0,bye,0,0,0,0,0,3,3.0
533,K.J. Osborn,WR,MIN,67,36,44,42,40,48,bye,38,26,41,36,30,70,60,56,50,51,39,774,45.5
534,Quez Watkins,WR,PHI,34,29,38,43,55,40,50,58,55,57,64,55,55,bye,25,51,31,31,771,45.4
535,Sean McKeon,TE,DAL,0,0,0,0,0,0,bye,0,12,36,9,12,0,0,0,17,0,0,86,17.2
536,Freddie Swain,WR,SEA,23,41,45,25,40,51,43,37,bye,41,20,31,32,27,52,29,36,19,592,34.8
537,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0,0,55,21,bye,0,0,0,0,3,79,19.8
538,Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,20,0,9,0,0,bye,0,5,4,0,38,9.5
539,Cody White,WR,PIT,0,0,9,0,16,0,bye,0,2,12,0,0,1,0,0,28,0,0,68,11.3
540,Nick Westbrook-Ikhine,WR,TEN,24,16,53,81,0,29,0,23,22,22,54,52,bye,52,71,39,44,50,632,42.1
541,Kirk Merritt,WR,MIA,0,0,0,0,0,0,0,0,11,0,0,0,0,bye,0,0,0,0,11,11.0
542,Chris Streveler,QB,ARI,0,0,0,0,0,0,0,0,2,22,0,bye,0,0,0,0,0,0,24,12.0
543,Giovanni Ricci,TE,CAR,0,15,0,0,11,0,0,16,0,28,0,4,bye,0,5,6,9,9,103,11.4
544,Isaiah Coulter,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,14,0,0,0,0,0,0,14,14.0
545,Trevor Lawrence,QB,JAC,74,56,68,56,71,66,bye,76,55,66,46,73,58,55,70,73,47,68,1078,63.4
546,Justin Fields,QB,CHI,5,42,45,58,61,61,66,70,62,bye,30,0,0,62,73,0,0,0,635,52.9
547,Ja'Marr Chase,WR,CIN,62,51,39,46,61,57,53,52,71,bye,68,52,73,65,51,69,64,5,939,55.2
548,Jaylen Waddle,WR,MIA,43,47,73,41,43,65,61,65,65,61,55,55,53,bye,0,58,57,61,903,56.4
549,Chuba Hubbard,RB,CAR,7,19,40,33,46,48,34,41,10,16,0,11,bye,25,36,34,32,32,464,29.0
550,Rashod Bateman,WR,BAL,0,0,0,0,0,45,46,bye,65,40,57,36,33,48,65,48,59,62,604,50.3
551,Rondale Moore,WR,ARI,20,28,23,33,29,42,37,36,57,18,32,bye,23,34,20,0,0,0,432,30.9
552,Amon-Ra St.,WR,DET,59,34,27,51,47,49,0,45,bye,43,41,48,69,47,45,59,53,56,773,48.3
553,Tylan Wallace,WR,BAL,0,0,0,1,3,2,2,bye,0,0,0,3,1,0,14,27,0,5,58,5.8
554,Sam Ehlinger,QB,IND,0,0,0,0,0,0,0,0,1,0,7,0,10,bye,0,0,0,0,18,6.0
555,Darnell Mooney,WR,CHI,69,58,44,41,49,57,57,54,50,bye,54,61,72,57,70,63,56,74,986,58.0
556,Tyler Davis,TE,GB,0,0,0,0,4,0,1,0,0,12,0,0,bye,9,19,0,32,24,101,12.6
557,Reggie Gilliam,RB,BUF,0,14,11,18,0,4,bye,0,0,22,7,0,0,0,0,9,0,18,103,12.9
558,Kristian Wilkerson,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,60,0,60,60.0
559,Tommy Hudson,TE,TEN,0,21,21,18,0,0,0,0,0,0,5,0,bye,0,0,0,0,0,65,16.3
560,Kendall Hinton,WR,DEN,0,5,0,26,39,51,24,2,22,0,bye,4,14,0,11,0,36,0,234,21.3
561,Jonathan Ward,RB,ARI,0,0,0,0,0,7,1,0,0,0,0,bye,0,0,11,9,8,5,41,4.6
562,Nathan Cottrell,RB,JAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0,0,1,0.3
563,Gabe Nabers,RB,LAC,9,2,9,5,0,3,bye,0,0,0,0,0,0,0,4,0,10,0,42,6.0
564,Maurice Ffrench,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,2,0,0,2,1.0
565,Dan Chisena,WR,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,5,0,0,0,0,0,5,2.5
566,Feleipe Franks,QB,ATL,0,0,0,1,0,bye,0,0,2,1,1,0,0,0,0,0,0,0,5,1.0
567,Trey Lance,QB,SF,4,0,3,39,65,bye,0,0,0,0,5,0,0,0,0,0,62,0,178,29.7
568,Jermar Jefferson,RB,DET,0,0,0,0,0,0,0,11,bye,3,0,5,8,0,6,0,0,0,33,6.6
569,Deon Jackson,RB,IND,0,0,0,0,0,0,0,0,0,0,7,0,8,bye,0,0,1,0,16,3.2
570,Demetric Felton,RB,CLE,0,3,11,6,3,12,22,9,6,0,12,1,bye,6,29,4,0,5,129,8.6
571,Mekhi Sargent,RB,Multi,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,1.5
572,Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,0,13,64,12,bye,0,0,0,0,0,89,29.7
573,Dyami Brown,WR,WAS,51,62,35,28,0,47,0,0,bye,0,0,0,6,23,9,13,7,0,281,28.1
574,Elijah Moore,WR,NYJ,56,57,26,0,23,bye,37,30,46,43,48,59,51,0,0,0,0,0,476,43.3
575,Ihmir Smith-Marsette,WR,MIN,4,0,0,0,0,0,bye,11,0,0,0,0,0,0,31,0,0,24,70,11.7
576,Seth Williams,WR,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,43,0,43,43.0
577,Kadarius Toney,WR,NYG,5,0,46,49,37,6,0,34,31,bye,35,0,0,0,0,39,0,0,282,31.3
578,Dazz Newsome,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,48,34,0,21,103,34.3
579,Anthony Schwartz,WR,CLE,31,30,28,15,9,26,29,6,28,9,0,0,bye,0,0,11,24,36,282,21.7
580,Tutu Atwell,WR,LAR,0,0,0,0,0,7,0,0,0,0,bye,0,0,0,0,0,0,0,7,1.2
581,Shi Smith,WR,CAR,0,0,0,0,0,8,20,24,0,0,0,0,bye,0,0,15,3,0,70,14.0
582,Nico Collins,WR,HOU,43,2,0,0,0,43,35,39,48,bye,38,37,32,57,36,45,40,41,536,38.3
583,Amari Rodgers,WR,GB,15,0,2,7,5,6,4,16,0,4,1,2,bye,10,0,0,0,31,103,6.4
584,Marquez Stevenson,WR,BUF,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,2,0,3,0,6,1.2
585,Jaret Patterson,RB,WAS,4,0,0,5,5,2,0,16,bye,5,13,3,4,12,10,15,39,17,150,10.7
586,Mac Jones,QB,NE,75,59,72,59,64,54,64,77,56,58,64,59,51,bye,68,64,59,62,1065,62.6
587,Ian Book,QB,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,50,0,0,50,50.0
588,Trey Ragas,RB,LV,0,0,0,0,0,0,0,bye,0,0,0,0,0,9,0,0,0,0,9,9.0
589,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,15,20,bye,18,34,22,29,0,32,35,0,205,25.6
590,Pat Freiermuth,TE,PIT,29,33,30,32,32,45,bye,58,51,54,39,47,44,55,22,0,62,50,683,42.7
591,Kyle Pitts,TE,ATL,49,57,52,55,54,bye,42,44,44,33,44,47,67,37,49,36,27,37,774,45.5
592,Dominique Dafney,TE,GB,19,0,0,0,0,0,0,0,25,0,16,20,bye,0,0,0,19,15,114,19.0
593,Zach Wilson,QB,NYJ,65,73,54,61,56,bye,18,0,0,0,0,67,59,66,57,58,61,46,741,57.0
594,Rhamondre Stevenson,RB,NE,5,0,0,0,22,18,0,12,17,37,22,20,32,bye,31,0,40,9,265,22.1
595,Michael Carter,RB,NYJ,16,33,23,31,29,bye,47,59,45,40,20,0,0,0,31,43,8,24,449,32.1
596,Javonte Williams,RB,DEN,33,28,27,31,25,38,21,23,37,33,bye,36,60,33,44,22,30,30,551,32.4
597,Khalil Herbert,RB,CHI,1,0,2,7,34,54,51,59,10,bye,7,10,22,5,17,8,9,17,313,19.6
598,Hunter Long,TE,MIA,0,0,0,0,0,9,0,0,0,0,0,0,10,bye,23,0,0,0,42,14.0
599,D'Wayne Eskridge,WR,SEA,12,0,0,0,0,0,0,0,bye,5,0,13,22,28,40,20,24,0,164,20.5
600,Tommy Tremble,TE,CAR,12,0,19,27,27,38,35,34,34,51,24,25,bye,34,49,41,0,42,492,32.8
601,Jaelon Darden,WR,TB,0,0,3,0,0,0,13,9,bye,4,8,0,0,3,41,0,0,8,89,9.9
602,Chris Evans,RB,CIN,0,2,5,0,7,16,0,0,3,bye,10,9,0,0,0,3,0,30,85,9.4
603,Davis Mills,QB,HOU,0,35,55,47,59,75,56,61,0,bye,0,0,23,81,59,68,67,57,743,57.2
604,Dax Milne,WR,WAS,0,0,0,0,34,12,29,21,bye,20,12,0,0,0,6,7,6,0,147,16.3
605,Tre' McKitty,TE,LAC,0,0,0,0,0,0,bye,0,0,0,18,21,0,0,41,15,35,22,152,25.3
606,Elijah Mitchell,RB,SF,35,43,0,0,44,bye,37,36,39,36,0,49,49,0,0,0,36,37,441,40.1
607,Kenny Yeboah,TE,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,14,0,0,0,37,0,51,17.0
608,Miller Forristall,TE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,1,0,0,0,1,1.0
609,John Bates,TE,WAS,0,1,1,0,0,13,0,15,bye,47,66,48,38,48,34,45,58,59,473,36.4
610,Kylen Granson,TE,IND,0,0,0,30,8,0,5,10,4,12,24,9,30,bye,0,32,0,0,164,16.4
611,Ben Skowronek,WR,LAR,0,0,2,0,0,11,1,20,0,42,bye,0,16,14,21,4,27,17,175,14.6
612,Joshua Palmer,WR,LAC,14,18,0,0,16,29,bye,8,21,18,23,30,22,62,33,60,31,56,441,29.4
613,Frank Darby,WR,ATL,0,0,0,0,0,bye,0,0,0,12,0,0,0,0,0,0,1,0,13,3.3
614,Jake Funk,RB,LAR,0,3,14,0,0,0,0,0,0,0,bye,0,0,0,0,2,0,0,19,3.8
615,Jack Stoll,TE,PHI,0,6,0,0,0,0,0,42,0,42,17,0,0,bye,38,26,0,0,171,28.5
616,Sammis Reyes,TE,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,6,0,0,2,6,0,14,4.7
617,Terrace Marshall,WR,CAR,34,39,45,50,54,23,0,0,22,18,14,0,bye,0,8,41,44,0,392,32.7
618,Kene Nwangwu,RB,MIN,0,0,0,0,0,0,bye,0,0,0,0,2,9,0,5,12,0,1,29,3.2
619,Racey McMath,WR,TEN,0,1,17,0,0,0,0,0,0,0,0,0,bye,10,22,10,0,12,72,12.0
620,Gary Brightwell,RB,NYG,8,0,2,0,0,0,0,0,0,bye,1,1,0,0,0,0,0,0,12,1.7
621,Jalen Camp,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,22,0,0,22,22.0
622,Kenneth Gainwell,RB,PHI,25,19,18,29,16,12,35,20,11,20,0,11,27,bye,6,2,8,39,298,18.6
623,Tory Carter,RB,TEN,0,0,3,0,0,0,0,8,0,9,9,20,bye,0,0,0,0,0,49,9.8
624,JaQuan Hardy,RB,DAL,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,0,0,0,6,8,4.0
625,Brock Wright,TE,DET,0,0,0,0,0,0,17,0,bye,36,13,0,29,35,49,49,0,42,270,33.8
626,Nick Ralston,RB,DAL,0,0,1,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,1,1.0
627,Mike Strachan,WR,IND,18,34,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,52,26.0
628,Dillon Stoner,WR,LV,0,0,0,0,0,0,0,bye,1,4,0,0,0,0,0,0,0,0,5,2.5
629,Adam Prentice,RB,NO,0,0,0,0,0,bye,0,0,0,0,0,15,0,20,0,11,20,25,91,18.2
630,Shane Zylstra,TE,DET,0,0,0,0,0,0,0,0,bye,0,0,0,0,40,29,13,0,0,82,27.3
631,Nate McCrary,RB,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,2,0,0,0,0,0,2,2.0
632,C.J. Saunders,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,15,15,15.0
633,Michael Bandy,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,10,0,0,10,10.0
