,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
228,Austin Ekeler,RB,LAC,47,45,49,45,53,34,bye,45,46,42,53,48,47,33,27,0,39,78,731,45.7
229,Kenny Golladay,WR,NYG,52,58,48,58,24,0,0,0,31,bye,44,46,38,61,57,61,45,43,666,47.6
230,Mack Hollins,WR,MIA,7,16,24,0,14,68,39,4,60,13,22,19,9,bye,13,11,12,7,338,21.1
231,Rodney Adams,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,10,0,0,0,0,0,10,10.0
232,George Kittle,TE,SF,52,70,70,70,0,bye,0,0,43,52,57,65,54,68,55,59,59,66,840,60.0
233,Antony Auclair,TE,HOU,0,0,0,0,20,0,0,0,36,bye,0,0,0,22,0,0,0,20,98,24.5
234,Robert Tonyan,TE,GB,28,28,46,56,38,37,38,35,0,0,0,0,bye,0,0,0,0,0,306,38.3
235,Trent Taylor,WR,CIN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0,32,33,8.3
236,Jacob Hollister,TE,JAC,0,0,46,11,15,5,bye,0,0,0,0,0,0,0,20,36,0,41,174,24.9
237,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,48,bye,43,56,0,0,0,147,49.0
238,Cethan Carter,TE,MIA,0,16,0,1,0,4,0,0,4,0,0,0,0,bye,0,0,0,4,29,3.6
239,Tim Patrick,WR,DEN,46,51,51,56,57,72,47,50,48,53,bye,50,67,52,71,36,0,42,849,53.1
240,Mo Alie-Cox,TE,IND,39,27,28,49,31,24,43,39,38,35,28,39,31,bye,40,63,33,22,609,35.8
241,Darrell Daniels,TE,ARI,15,19,23,0,0,25,0,1,32,17,29,bye,0,0,0,0,32,24,217,21.7
242,Isaiah McKenzie,WR,BUF,15,13,15,4,8,4,bye,13,19,13,9,0,0,11,20,67,24,22,257,17.1
243,Blake Jarwin,TE,DAL,48,29,43,33,31,47,bye,32,0,0,0,0,0,0,0,0,0,12,275,34.4
244,Jamal Agnew,WR,JAC,10,4,6,8,45,39,bye,55,33,50,10,0,0,0,0,0,0,0,260,26.0
245,Aaron Jones,RB,GB,28,45,46,45,44,35,41,48,40,34,0,40,bye,29,39,33,31,0,578,38.5
246,Eric Saubert,TE,DEN,22,24,24,8,0,28,21,0,49,6,bye,19,0,0,0,0,19,0,220,22.0
247,Alex Armah,RB,Multi,0,2,7,3,0,0,10,9,10,0,3,0,0,0,2,0,0,1,47,5.2
248,Nick Mullens,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,56,0,0,0,56,56.0
249,Ricky Seals-Jones,TE,WAS,0,7,0,62,82,59,72,70,bye,33,0,0,0,31,33,27,13,0,489,44.5
250,Johnny Mundt,TE,LAR,15,0,31,20,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,66,22.0
251,Chris Carson,RB,SEA,42,34,23,25,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,124,31.0
252,David Moore,WR,Multi,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0
253,Anthony Firkser,TE,TEN,31,0,0,50,27,15,24,20,25,22,41,26,bye,30,17,16,29,23,396,26.4
254,C.J. Board,WR,NYG,6,6,22,19,21,6,0,0,0,bye,0,0,0,0,0,0,0,0,80,13.3
255,P.J. Walker,QB,CAR,0,0,0,0,0,0,19,10,0,66,0,15,bye,16,0,0,0,0,126,25.2
256,Keelan Cole,WR,NYJ,0,0,27,36,31,bye,26,55,38,32,13,64,0,55,43,43,50,28,541,38.6
257,Dare Ogunbowale,RB,JAC,0,0,0,3,5,0,bye,15,8,0,0,1,0,4,10,60,31,46,183,14.1
258,Marcus Kemp,WR,KC,5,0,7,2,4,6,6,2,0,4,0,bye,4,4,0,11,3,0,58,4.8
259,Pharaoh Brown,TE,HOU,59,38,31,34,37,40,29,0,0,bye,54,34,32,0,45,46,42,0,521,40.1
260,Zach Pascal,WR,IND,69,61,54,58,59,41,57,75,52,57,54,64,54,bye,34,0,34,49,872,54.5
261,Matt Breida,RB,BUF,10,0,0,0,0,0,bye,0,0,8,18,21,7,11,3,0,0,0,78,11.1
262,Kendrick Bourne,WR,NE,33,32,55,36,32,25,41,23,33,29,29,33,15,bye,48,30,43,36,573,33.7
263,Cyril Grayson,WR,TB,0,0,0,0,0,0,0,8,bye,0,0,0,0,0,0,53,47,0,108,36.0
264,Taysom Hill,QB,NO,22,10,33,34,9,bye,0,0,17,21,0,0,70,70,61,0,58,26,431,35.9
265,Greg Ward,WR,PHI,0,21,16,22,11,0,0,32,1,0,0,7,0,bye,22,0,13,43,188,18.8
266,Dan Arnold,TE,Multi,33,22,27,18,52,41,0,55,35,45,30,5,0,0,0,0,0,0,363,33.0
267,Patrick Ricard,RB,BAL,41,48,29,51,0,0,0,bye,61,0,48,60,38,0,0,0,0,0,376,47.0
268,Colin Thompson,TE,CAR,0,0,0,12,0,0,4,0,9,0,0,0,bye,0,0,0,0,0,25,8.3
269,Brandon Zylstra,WR,CAR,0,14,19,13,11,36,0,0,0,33,24,28,bye,36,54,0,3,50,321,26.8
270,Lamar Jackson,QB,BAL,68,76,58,73,73,65,61,bye,98,73,0,81,74,10,0,0,0,0,810,67.5
271,Mason Rudolph,QB,PIT,0,0,0,0,0,0,bye,0,0,87,0,0,0,0,0,10,0,0,97,48.5
272,Josh Rosen,QB,ATL,0,6,0,0,0,bye,0,0,0,15,3,0,0,0,0,0,0,0,24,8.0
273,Sam Darnold,QB,CAR,64,76,73,70,71,74,45,64,59,0,0,0,bye,0,0,44,60,71,771,64.3
274,Baker Mayfield,QB,CLE,59,61,76,78,72,55,0,59,45,36,74,60,bye,63,0,68,71,0,877,62.6
275,Logan Woodside,QB,TEN,0,0,0,0,0,0,1,1,1,0,0,0,bye,3,0,0,0,0,6,1.5
276,Saquon Barkley,RB,NYG,29,58,60,56,6,0,0,0,0,bye,36,52,49,38,37,26,30,36,513,39.5
277,Ronald Jones,RB,TB,6,26,12,13,10,14,14,9,bye,0,15,12,2,8,22,35,20,0,218,14.5
278,Royce Freeman,RB,Multi,0,0,11,12,14,23,29,11,0,0,0,0,22,44,9,24,15,1,215,17.9
279,Nick Chubb,RB,CLE,31,35,40,37,40,0,0,33,27,0,42,30,bye,43,37,41,30,16,482,34.4
280,Ito Smith,RB,DAL,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,5,5,5.0
281,Kalen Ballage,RB,PIT,0,0,0,0,10,12,bye,3,7,5,9,8,0,0,0,0,0,7,61,6.8
282,Myles Gaskin,RB,MIA,29,45,43,12,37,25,46,40,54,42,53,37,44,bye,26,20,15,7,575,33.8
283,Courtland Sutton,WR,DEN,53,53,51,58,54,71,47,46,65,55,bye,45,68,59,69,33,52,41,920,54.1
284,James Washington,WR,PIT,15,12,66,49,0,8,bye,34,41,76,46,27,22,30,17,22,15,0,480,32.0
285,Anthony Miller,WR,Multi,0,0,35,35,0,0,0,0,0,0,0,25,0,0,0,0,0,0,95,31.7
286,Calvin Ridley,WR,ATL,61,60,59,73,0,bye,46,0,0,0,0,0,0,0,0,0,0,0,299,59.8
287,Michael Gallup,WR,DAL,50,0,0,0,0,0,bye,0,0,41,63,71,64,70,65,48,26,0,498,55.3
288,Tre'Quan Smith,WR,NO,0,0,0,0,0,bye,41,48,61,61,62,45,47,49,40,0,0,52,506,50.6
289,Cedrick Wilson,WR,DAL,34,36,29,35,52,44,bye,42,51,0,42,54,0,9,0,26,30,42,526,37.6
290,Dante Pettis,WR,NYG,0,0,0,0,0,46,35,1,0,bye,0,0,0,0,0,0,0,0,82,27.3
291,DJ Moore,WR,CAR,52,67,54,59,62,68,62,61,50,59,48,53,bye,57,69,60,56,55,992,58.4
292,Christian Kirk,WR,ARI,39,38,38,56,33,64,51,46,67,47,61,bye,32,58,72,55,69,68,894,52.6
293,Mark Andrews,TE,BAL,55,57,46,46,56,37,50,bye,77,57,58,55,50,65,56,47,58,66,936,55.1
294,Dallas Goedert,TE,PHI,52,38,34,55,45,0,64,44,53,13,75,64,68,bye,66,53,57,0,781,52.1
295,Jaylen Samuels,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,8,0,0,1,9,0,18,6.0
296,Mike Gesicki,TE,MIA,21,47,55,36,42,49,60,67,59,56,51,59,46,bye,45,49,47,39,828,48.7
297,Hayden Hurst,TE,ATL,43,30,24,49,43,bye,37,33,26,0,0,0,0,43,25,22,0,12,387,32.3
298,Braxton Berrios,WR,NYJ,37,43,42,9,6,bye,6,20,16,22,10,13,19,27,19,48,53,0,390,24.4
299,D.J. Chark,WR,JAC,63,45,59,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,167,55.7
300,Nyheim Hines,RB,IND,34,25,34,22,26,11,19,25,28,18,13,25,14,bye,10,18,21,9,352,20.7
301,Josh Allen,QB,BUF,85,63,71,63,57,77,bye,73,67,54,50,63,58,78,70,79,76,77,1161,68.3
302,Justin Jackson,RB,LAC,11,16,7,11,0,8,bye,7,0,0,5,0,16,20,43,45,25,17,231,16.5
303,Allen Lazard,WR,GB,39,0,42,57,55,50,51,0,53,44,0,53,bye,53,49,51,56,21,674,48.1
304,John Kelly,RB,CLE,0,0,0,0,0,0,3,0,0,0,0,0,bye,0,0,0,0,0,3,3.0
305,Auden Tate,WR,CIN,0,0,27,20,13,24,0,0,0,bye,0,0,0,0,0,0,0,0,84,21.0
306,Equanimeous St.,WR,GB,0,6,0,11,12,12,12,67,0,0,21,26,bye,5,0,48,18,51,289,24.1
307,Rashaad Penny,RB,SEA,7,0,0,0,0,0,20,11,bye,0,8,0,29,35,24,30,46,43,253,25.3
308,Sony Michel,RB,LAR,3,16,48,7,23,12,8,20,31,14,bye,12,66,58,48,63,57,52,538,31.6
309,Dalton Schultz,TE,DAL,57,45,52,48,57,75,bye,60,59,51,66,71,67,72,61,55,60,37,993,58.4
310,Godwin Igwebuike,RB,DET,0,0,0,0,0,0,0,11,bye,4,1,4,28,28,12,10,0,0,98,6.5
311,Ian Thomas,TE,CAR,35,52,0,44,45,40,45,46,38,0,32,40,bye,35,42,24,54,0,572,40.9
312,Jordan Akins,TE,HOU,47,38,34,18,27,32,29,39,25,bye,0,0,0,12,20,1,0,0,322,26.8
313,Mike White,QB,NYJ,0,0,0,0,0,bye,47,79,14,71,0,0,0,0,0,0,0,0,211,52.8
314,Ethan Wolf,TE,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,12,0,0,12,12.0
315,Keke Coutee,WR,IND,0,0,0,0,0,0,4,0,0,0,0,0,0,bye,0,0,0,0,4,4.0
316,Chase Edmonds,RB,ARI,40,39,44,52,37,28,49,35,1,0,0,bye,0,0,29,60,62,0,476,39.7
317,Phillip Lindsay,RB,Multi,20,14,9,8,13,11,4,8,14,0,2,15,0,0,0,19,7,15,159,11.4
318,Durham Smythe,TE,MIA,38,22,34,21,36,58,29,0,45,41,51,66,42,bye,65,51,41,47,687,42.9
319,Darrel Williams,RB,KC,14,14,27,24,37,59,46,52,35,45,36,bye,26,23,21,29,49,31,568,33.4
320,Daurice Fountain,WR,KC,0,0,0,0,0,0,0,0,0,0,2,bye,0,0,0,0,0,0,2,2.0
321,Noah Fant,TE,DEN,51,53,58,57,58,72,45,41,0,44,bye,53,58,50,60,38,53,52,843,52.7
322,Marquez Valdes-Scantling,WR,GB,36,43,40,0,0,0,0,0,34,49,48,57,bye,43,41,0,49,15,455,41.4
323,Ray-Ray McCloud,WR,PIT,3,1,47,4,34,52,bye,11,26,61,15,0,40,63,33,45,53,50,538,33.6
324,Chris Herndon,TE,MIN,12,0,0,0,7,24,bye,15,0,23,0,0,0,9,0,0,0,0,90,15.0
325,Trenton Cannon,RB,Multi,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.1
326,Nick Bawden,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,8,0,0,0,0,0,0,0,8,8.0
327,Tyler Conklin,TE,MIN,59,49,54,57,50,76,bye,54,47,67,56,44,72,49,47,61,50,32,924,54.4
328,Russell Gage,WR,ATL,49,38,0,0,0,bye,40,0,48,35,40,46,53,52,48,40,42,45,576,44.3
329,Boston Scott,RB,PHI,0,0,4,0,0,0,23,29,25,20,29,34,3,bye,0,20,32,0,219,19.9
330,Buddy Howell,RB,LAR,0,0,0,0,0,0,0,6,0,0,bye,0,0,0,0,0,0,0,6,1.2
331,Vyncint Smith,WR,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,0,11,0,0,0,0,11,11.0
332,Byron Pringle,WR,KC,11,11,30,17,26,32,34,43,0,46,40,bye,41,40,46,55,29,55,556,34.8
333,Ryan Nall,RB,CHI,0,0,0,0,0,0,5,7,2,bye,0,0,0,0,0,0,1,0,15,3.0
334,Brandon Powell,WR,LAR,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,2,1,0,0,3,0.5
335,Tim Boyle,QB,DET,0,0,0,0,0,0,0,0,bye,0,48,0,0,0,0,67,63,1,179,44.8
336,Kevin Rader,TE,PIT,0,0,0,0,0,0,bye,0,1,0,0,0,0,0,0,17,5,0,23,7.7
337,Mike Boone,RB,DEN,0,0,0,0,0,6,0,0,0,0,bye,0,17,0,0,0,0,0,23,7.7
338,Kurt Benkert,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,bye,2,0,0,0,0,2,2.0
339,Christian Blake,WR,ATL,0,13,0,3,16,bye,0,0,3,17,0,0,0,0,7,12,26,3,100,10.0
340,Reggie Bonnafon,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,14,0,0,14,14.0
341,Kyle Allen,QB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,0,20,0,17,0,0,37,18.5
342,Keith Kirkwood,WR,CAR,0,0,0,0,0,0,29,35,0,0,0,0,bye,0,0,0,0,10,74,24.7
343,Deon Yelder,TE,TB,0,0,0,0,0,0,11,0,bye,0,0,0,0,0,0,0,0,0,11,11.0
344,Ross Dwelley,TE,SF,0,0,0,8,59,bye,27,0,0,9,0,0,0,0,0,0,0,0,103,25.8
345,Trent Sherfield,WR,SF,27,24,0,22,0,bye,16,0,0,0,11,20,57,13,5,12,8,10,225,18.8
346,Codey McElroy,TE,TB,0,0,0,4,12,0,0,0,bye,0,0,0,0,0,0,0,0,0,16,8.0
347,Cameron Batson,WR,TEN,0,0,27,25,10,0,0,0,0,0,0,0,bye,0,0,0,0,0,62,15.5
348,Jordan Veasy,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,15,0,9,0,24,12.0
349,Cam Sims,WR,WAS,2,0,20,5,0,0,0,15,bye,13,11,12,0,40,25,37,47,39,266,22.2
350,Jeff Wilson,RB,SF,0,0,0,0,0,bye,0,0,0,22,40,10,2,42,50,44,12,6,228,25.3
351,Dontrell Hilliard,RB,TEN,0,0,0,0,0,0,0,0,0,0,51,32,bye,24,29,13,15,34,198,24.8
352,Will Dissly,TE,SEA,38,0,20,46,57,47,0,36,bye,32,25,16,33,42,26,0,28,0,446,34.3
353,Johnny Stanton,RB,CLE,0,0,0,0,0,2,11,0,0,1,0,0,bye,0,0,0,0,0,14,4.7
354,KhaDarel Hodge,WR,DET,0,0,5,8,44,52,33,16,bye,4,0,3,7,8,0,8,48,0,236,19.7
355,Malik Turner,WR,DAL,0,0,0,0,0,1,bye,0,18,23,8,0,18,0,6,13,0,0,87,12.4
356,John Wolford,QB,LAR,0,0,0,0,0,10,0,9,0,0,bye,0,0,0,0,0,0,0,19,9.5
357,A.J. Brown,WR,TEN,52,74,8,0,41,42,42,67,45,49,42,0,bye,0,0,46,40,56,604,46.5
358,D.K. Metcalf,WR,SEA,50,51,47,46,48,49,46,41,bye,45,45,44,62,45,53,49,48,51,820,48.2
359,N'Keal Harry,WR,NE,0,0,0,15,22,0,30,27,0,35,26,0,25,bye,36,61,0,12,289,28.9
360,Drew Lock,QB,DEN,0,0,0,30,0,0,0,0,0,0,bye,19,0,0,32,42,57,54,234,39.0
361,Marquise Brown,WR,BAL,47,55,39,45,66,51,63,bye,80,55,0,61,64,70,62,54,54,58,924,57.8
362,Damien Harris,RB,NE,40,25,22,36,21,26,35,41,24,0,25,22,13,bye,0,31,16,30,407,27.1
363,Daniel Jones,QB,NYG,61,69,70,63,29,75,72,60,56,bye,58,60,0,0,0,0,0,0,673,61.2
364,J.J. Arcega-Whiteside,WR,PHI,16,0,0,11,0,0,8,0,0,0,12,15,0,bye,0,13,0,42,117,16.7
365,David Montgomery,RB,CHI,41,52,37,36,0,0,0,0,53,bye,56,59,53,52,51,58,45,49,642,49.4
366,Deebo Samuel,WR,SF,46,49,63,68,56,bye,48,46,54,49,55,46,0,55,46,45,53,50,829,51.8
367,Albert Okwuegbunam,TE,DEN,37,37,29,16,0,0,0,26,63,24,bye,28,33,38,30,14,30,16,421,30.1
368,Josh Jacobs,RB,LV,45,0,0,36,46,36,24,bye,34,31,31,57,50,47,45,48,38,57,625,41.7
369,Devin Singletary,RB,BUF,64,43,34,32,15,35,bye,25,48,22,21,45,28,64,65,54,61,62,718,42.2
370,Miles Sanders,RB,PHI,47,39,35,47,50,43,12,0,0,0,36,22,41,bye,35,19,0,0,426,35.5
371,Collin Johnson,WR,NYG,0,0,34,5,30,43,21,24,0,bye,7,0,0,0,7,0,0,0,171,21.4
372,T.J. Hockenson,TE,DET,78,53,53,58,55,52,55,47,bye,67,42,37,61,0,0,0,0,0,658,54.8
373,Kaden Smith,TE,NYG,29,32,28,0,24,0,0,0,0,bye,0,0,0,0,0,0,0,0,113,28.3
374,Brett Rypien,QB,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,3,0,3,3.0
375,Tommy Sweeney,TE,BUF,0,0,14,0,10,11,bye,60,58,0,13,0,0,0,22,0,0,0,188,26.9
376,Patrick Laird,RB,MIA,0,0,0,0,0,0,0,10,0,16,11,0,0,bye,0,0,0,0,37,12.3
377,Hunter Renfrow,WR,LV,47,29,43,38,50,32,36,bye,45,39,34,64,54,59,54,40,43,51,758,44.6
378,Daniel Helm,TE,LV,0,0,0,0,0,0,0,bye,0,3,0,14,0,0,11,0,0,0,28,9.3
379,Jacques Patrick,RB,SF,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,6,6.0
380,Foster Moreau,TE,LV,0,38,47,0,15,25,66,bye,22,21,17,77,50,62,69,65,62,49,685,45.7
381,Ty Johnson,RB,NYJ,35,33,31,20,22,bye,21,24,32,25,20,23,28,48,0,0,31,15,408,27.2
382,Andy Isabella,WR,ARI,0,0,0,0,0,0,0,0,7,0,0,bye,0,0,12,0,0,0,19,6.3
383,Kendall Blanton,TE,LAR,0,0,0,0,0,0,0,0,0,2,bye,0,10,52,43,0,0,0,107,26.8
384,Parris Campbell,WR,IND,46,0,49,31,38,5,0,0,0,0,0,0,0,bye,0,0,0,8,177,29.5
385,Terry McLaurin,WR,WAS,55,71,52,65,70,56,66,61,bye,70,62,76,62,33,49,55,60,47,1010,59.4
386,Qadree Ollison,RB,ATL,0,0,0,0,0,bye,0,0,0,0,26,0,13,6,3,0,5,16,69,11.5
387,Jesper Horsted,TE,CHI,0,0,0,0,2,0,1,0,0,bye,0,0,0,0,2,0,0,0,5,1.3
388,Davion Davis,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,20,1,0,0,0,0,21,10.5
389,Josh Oliver,TE,BAL,5,12,11,14,12,19,19,bye,0,10,0,0,8,9,0,0,0,19,138,12.5
390,Ryquell Armstead,RB,JAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,14,20,34,17.0
391,Cody Thompson,WR,SEA,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0,0,0,1,0.5
392,Drew Sample,TE,CIN,0,0,21,0,21,39,0,0,38,bye,37,0,0,18,16,32,23,17,262,26.2
393,Gardner Minshew,QB,PHI,0,0,0,0,0,0,0,14,0,0,0,0,71,bye,0,0,0,74,159,53.0
394,David Sills,WR,NYG,0,0,0,0,0,0,27,0,0,bye,0,0,0,0,0,15,40,16,98,24.5
395,Trevon Wesco,TE,NYJ,0,0,0,18,24,bye,16,0,15,8,0,21,0,0,14,22,0,0,138,17.3
396,Alec Ingold,RB,LV,23,17,28,0,0,15,17,bye,14,2,0,0,0,0,0,0,0,0,116,16.6
397,Greg Dortch,WR,ARI,0,0,0,0,0,0,0,0,4,1,0,bye,0,0,0,0,17,12,34,6.8
398,Mecole Hardman,WR,KC,45,40,51,35,59,49,49,40,42,24,12,bye,9,23,31,30,19,65,623,36.6
399,Darrell Henderson,RB,LAR,49,40,0,61,44,54,57,41,47,41,bye,50,0,0,18,5,0,0,507,42.3
400,Lil'Jordan Humphrey,WR,NO,0,24,0,0,0,bye,13,0,0,0,16,27,30,0,0,28,37,7,182,22.8
401,Tyree Jackson,TE,PHI,0,0,0,0,0,0,0,0,0,0,14,0,0,bye,0,14,0,39,67,22.3
402,Jakobi Meyers,WR,NE,74,52,69,56,58,34,59,71,55,48,56,52,0,bye,64,48,56,52,904,56.5
403,Kyler Murray,QB,ARI,69,61,67,76,61,68,66,59,0,0,0,bye,53,78,64,65,77,76,940,67.1
404,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,31,54,42,63,bye,0,0,64,50,44,57,405,50.6
405,Trayveon Williams,RB,CIN,0,0,0,0,0,12,0,0,0,bye,0,0,0,0,0,0,0,24,36,9.0
406,Benny Snell,RB,PIT,0,3,0,8,13,0,bye,2,6,6,8,7,2,3,0,16,3,29,106,6.6
407,Preston Williams,WR,MIA,0,22,0,0,40,0,30,0,0,18,25,23,0,bye,0,0,0,0,158,26.3
408,Diontae Johnson,WR,PIT,44,49,0,55,60,69,bye,68,65,75,63,61,57,72,48,65,72,65,988,61.8
409,Travis Homer,RB,SEA,2,14,16,9,8,5,12,17,bye,31,5,0,21,0,0,4,24,13,181,12.9
410,Damarea Crockett,RB,DEN,0,0,4,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,4,4.0
411,Alexander Mattison,RB,MIN,9,13,51,23,44,12,bye,8,9,12,12,22,65,13,0,47,19,18,377,23.6
412,Stanley Morgan,WR,CIN,0,0,0,0,0,0,0,0,14,bye,12,22,5,13,0,15,7,33,121,11.0
413,Chase Claypool,WR,PIT,39,43,76,0,36,63,bye,72,58,0,63,61,38,44,31,59,71,69,823,54.9
414,Devine Ozigbo,RB,Multi,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2.0
415,Dawson Knox,TE,BUF,48,54,62,58,55,61,bye,0,0,49,55,60,56,75,63,79,67,75,917,61.1
416,Tyler Johnson,WR,TB,3,17,34,17,38,0,49,39,bye,33,57,48,9,49,70,36,49,52,600,37.5
417,Bryan Edwards,WR,LV,57,49,63,51,51,43,59,bye,64,43,39,63,40,39,48,0,46,56,811,50.7
418,Justin Herbert,QB,LAC,81,71,66,75,75,56,bye,60,69,59,76,71,64,66,80,62,67,93,1191,70.1
419,Miles Boykin,WR,BAL,0,0,0,0,0,4,0,bye,0,0,0,0,0,0,0,3,0,0,7,3.5
420,Ashton Dulin,WR,IND,6,26,7,12,23,13,43,29,23,7,20,4,22,bye,28,28,27,0,318,19.9
421,Jakob Johnson,RB,NE,0,0,0,16,0,0,28,22,0,0,26,0,0,bye,10,16,25,0,143,20.4
422,Zach Gentry,TE,PIT,16,0,0,11,22,0,bye,45,0,0,0,22,30,0,37,49,41,44,317,31.7
423,Cullen Gillaspia,RB,NYG,0,0,1,0,0,0,1,0,0,bye,0,0,0,0,0,0,0,0,2,0.5
424,Juwann Winfree,WR,GB,0,0,0,0,0,0,0,54,0,0,0,0,bye,0,15,8,14,44,135,27.0
425,Tony Pollard,RB,DAL,20,21,29,18,31,26,bye,19,24,32,22,31,28,0,29,25,19,0,374,24.9
426,Darius Slayton,WR,NYG,43,39,9,0,0,0,44,52,31,bye,34,44,52,46,39,61,0,42,536,41.2
427,Scotty Miller,WR,TB,0,12,32,0,0,0,0,0,bye,0,0,4,0,0,58,3,0,14,123,20.5
428,Trenton Irwin,WR,CIN,0,0,0,16,0,11,3,0,0,bye,0,0,5,0,0,0,0,33,68,13.6
429,Andrew Beck,TE,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,2,0,0,0,2,2.0
430,David Blough,QB,DET,0,0,0,0,0,0,0,4,bye,0,0,0,0,0,0,0,0,0,4,4.0
431,Penny Hart,WR,SEA,2,0,8,0,12,11,10,16,bye,17,4,0,9,9,0,6,16,0,120,10.0
432,Jeff Smith,WR,NYJ,9,20,6,0,0,bye,0,20,22,0,0,0,15,0,0,13,59,34,198,22.0
433,Tyron Johnson,WR,Multi,9,7,0,9,0,0,0,13,0,0,0,0,0,1,0,0,4,4,47,6.7
434,Trinity Benson,WR,DET,49,24,24,20,21,0,0,0,bye,48,0,0,0,0,0,0,48,0,234,33.4
435,Jody Fortson,WR,KC,0,2,6,15,0,10,0,0,0,0,0,bye,0,0,0,0,0,0,33,8.3
436,Donald Parham,TE,LAC,41,34,31,39,40,26,bye,25,28,27,32,28,16,29,2,0,0,0,398,28.4
437,Khari Blasingame,RB,TEN,9,0,0,0,0,9,0,0,0,0,0,5,bye,0,0,9,0,14,46,9.2
438,Malik Taylor,WR,GB,15,0,0,0,4,0,0,5,0,1,0,0,bye,1,1,0,0,0,27,3.9
439,Olamide Zaccheaus,WR,ATL,0,42,43,61,66,bye,12,21,29,23,25,30,43,0,37,40,51,39,562,37.5
440,Deonte Harty,WR,NO,27,21,19,33,2,bye,0,24,23,26,27,23,28,0,0,0,24,21,298,22.9
441,Alex Bachman,WR,NYG,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,25,25,12.5
442,Nsimba Webster,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,0,1,0.2
443,Jason Moore,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,45,0,0,45,45.0
444,Jalen Guyton,WR,LAC,53,50,41,42,43,40,bye,35,25,18,41,39,34,42,28,0,32,50,613,38.3
445,D.J. Montgomery,WR,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,0,39,0,8,0,0,47,23.5
446,Austin Walter,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,0,16,8,0,6,0,25,0,55,13.8
447,Tom Kennedy,WR,DET,0,0,0,0,0,8,0,14,bye,0,0,0,0,17,0,21,24,16,100,16.7
448,Parker Hesse,TE,ATL,0,6,0,0,0,bye,0,0,0,0,11,23,0,0,0,0,37,0,77,19.3
449,Craig Reynolds,RB,DET,0,0,0,0,0,0,0,0,bye,0,0,0,0,29,42,27,14,6,118,23.6
450,Gunner Olszewski,WR,NE,11,5,16,0,0,1,9,0,1,0,0,0,0,bye,3,4,14,2,66,4.1
451,Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,0,bye,14,24,0,7,0,10,0,0,55,13.8
452,D'Ernest Johnson,RB,CLE,0,0,5,0,0,12,49,18,16,52,26,0,bye,14,18,26,39,47,322,24.8
453,Derrick Gore,RB,KC,0,0,0,0,0,0,5,16,10,11,0,bye,0,20,0,19,8,24,113,14.1
454,Joe Burrow,QB,CIN,69,55,47,58,67,59,56,55,69,bye,74,58,76,67,53,76,68,0,1007,62.9
455,Tua Tagovailoa,QB,MIA,52,9,0,0,0,69,73,69,0,32,72,74,69,bye,68,61,61,68,777,59.8
456,Jerry Jeudy,WR,DEN,31,0,0,0,0,0,0,38,47,45,bye,35,56,41,52,31,0,36,412,41.2
457,CeeDee Lamb,WR,DAL,61,60,65,49,65,77,bye,65,44,32,36,0,62,57,49,54,56,49,881,55.1
458,Henry Ruggs,WR,LV,56,44,48,46,56,37,47,bye,0,0,0,0,0,0,0,0,0,0,334,47.7
