Player,FPTS,Team,Pos
Justin Herbert,35.3,LAC,QB
Aaron Rodgers,33.5,GB,QB
Jalen Hurts,30.8,PHI,QB
Trevor Siemian,26.2,NO,QB
Cam Newton,26.2,CAR,QB
Kirk Cousins,25.2,MIN,QB
Taylor Heinicke,23.1,WAS,QB
Ben Roethlisberger,22.9,PIT,QB
Tom Brady,20.3,TB,QB
Tyrod Taylor,19.1,HOU,QB
Tua Tagovailoa,18.5,MIA,QB
Josh Allen,18.2,BUF,QB
Andy Dalton,16.0,CHI,QB
Jimmy Garoppolo,15.6,SF,QB
Ryan Tannehill,13.2,TEN,QB
Mac Jones,11.4,NE,QB
Carson Wentz,10.0,IND,QB
Baker Mayfield,9.9,CLE,QB
Daniel Jones,9.7,NYG,QB
Derek Carr,9.6,LV,QB
Joe Burrow,9.0,CIN,QB
Trevor Lawrence,8.6,JAC,QB
Russell Wilson,8.5,SEA,QB
Patrick Mahomes,8.5,KC,QB
Dak Prescott,4.6,DAL,QB
Matt Ryan,4.1,ATL,QB
Justin Fields,3.5,CHI,QB
Trey Lance,0.4,SF,QB
Sam Darnold,0.0,CAR,QB
Gardner Minshew,0.0,PHI,QB
Kyler Murray,0.0,ARI,QB
Zach Wilson,0.0,NYJ,QB
Lamar Jackson,0.0,BAL,QB
Matthew Stafford,0.0,LAR,QB
Ryan Fitzpatrick,0.0,WAS,QB
Taysom Hill,0.0,NO,QB
Jared Goff,0.0,DET,QB
Deshaun Watson,0.0,HOU,QB
Teddy Bridgewater,0.0,DEN,QB
Jameis Winston,0.0,NO,QB
Jordan Love,-0.1,GB,QB
Jonathan Taylor,53.4,IND,RB
Austin Ekeler,41.5,LAC,RB
Christian McCaffrey,24.9,CAR,RB
Joe Mixon,24.3,CIN,RB
D'Andre Swift,22.6,DET,RB
Dalvin Cook,22.5,MIN,RB
Nick Chubb,22.4,CLE,RB
James Conner,20.9,ARI,RB
Devonta Freeman,20.0,BAL,RB
Myles Gaskin,18.6,MIA,RB
Najee Harris,16.9,PIT,RB
Dontrell Hilliard,16.2,TEN,RB
AJ Dillon,15.7,GB,RB
Clyde Edwards-Helaire,15.6,KC,RB
Mark Ingram,15.3,NO,RB
Leonard Fournette,13.4,TB,RB
Ezekiel Elliott,12.8,DAL,RB
James Robinson,11.8,JAC,RB
Saquon Barkley,11.6,NYG,RB
Josh Jacobs,11.1,LV,RB
DeeJay Dallas,9.7,SEA,RB
Ronald Jones,9.3,TB,RB
Tony Pollard,9.0,DAL,RB
Rhamondre Stevenson,8.5,NE,RB
David Montgomery,7.7,CHI,RB
Matt Breida,7.7,BUF,RB
Damien Harris,7.5,NE,RB
Antonio Gibson,7.5,WAS,RB
Michael Carter,7.5,NYJ,RB
Miles Sanders,7.4,PHI,RB
Devin Singletary,7.3,BUF,RB
Jeff Wilson,6.8,SF,RB
Trey Sermon,6.5,SF,RB
David Johnson,6.4,HOU,RB
Adrian Peterson,6.4,SEA,RB
Jordan Howard,6.3,PHI,RB
J.D. McKissic,6.0,WAS,RB
Latavius Murray,5.3,BAL,RB
Samaje Perine,5.1,CIN,RB
Mike Davis,5.1,ATL,RB
D'Onta Foreman,5.0,TEN,RB
Rex Burkhead,4.0,HOU,RB
Kenyan Drake,3.9,LV,RB
Boston Scott,3.8,PHI,RB
Darrel Williams,3.6,KC,RB
Brandon Bolden,3.6,NE,RB
Alex Collins,3.6,SEA,RB
Nyheim Hines,3.1,IND,RB
Eno Benjamin,3.0,ARI,RB
Devontae Booker,3.0,NYG,RB
Tevin Coleman,2.8,NYJ,RB
D'Ernest Johnson,2.6,CLE,RB
Jaret Patterson,2.3,WAS,RB
Ty Johnson,2.3,NYJ,RB
Rashaad Penny,1.9,SEA,RB
Giovani Bernard,1.3,TB,RB
Jamaal Williams,1.1,DET,RB
Godwin Igwebuike,0.6,DET,RB
Ameer Abdullah,0.6,CAR,RB
Alexander Mattison,0.5,MIN,RB
Zack Moss,0.5,BUF,RB
Tony Jones,0.2,NO,RB
Justin Jackson,0.2,LAC,RB
JaMycal Hasty,0.0,SF,RB
Ty'Son Williams,0.0,BAL,RB
Cam Akers,0.0,LAR,RB
Salvon Ahmed,0.0,MIA,RB
Jermar Jefferson,0.0,DET,RB
Chuba Hubbard,0.0,CAR,RB
J.K. Dobbins,0.0,BAL,RB
Mike Boone,0.0,DEN,RB
Gus Edwards,0.0,BAL,RB
Chase Edmonds,0.0,ARI,RB
Sony Michel,0.0,LAR,RB
