Player,FPTS,Team,Pos
Joe Burrow,34.8,CIN,QB
Russell Wilson,27.8,SEA,QB
Tom Brady,27.4,TB,QB
Josh Allen,23.9,BUF,QB
Dak Prescott,23.0,DAL,QB
Kyler Murray,22.9,ARI,QB
Mac Jones,22.3,NE,QB
Patrick Mahomes,20.9,KC,QB
Aaron Rodgers,20.3,GB,QB
Trey Lance,20.1,SF,QB
Justin Herbert,17.7,LAC,QB
Taysom Hill,17.4,NO,QB
Matthew Stafford,16.3,LAR,QB
Drew Lock,15.9,DEN,QB
Baker Mayfield,15.0,CLE,QB
Ryan Tannehill,13.5,TEN,QB
Zach Wilson,13.4,NYJ,QB
Jalen Hurts,13.0,PHI,QB
Tyler Huntley,12.3,BAL,QB
Derek Carr,12.2,LV,QB
Andy Dalton,11.3,CHI,QB
Carson Wentz,10.9,IND,QB
Taylor Heinicke,10.3,WAS,QB
Trevor Lawrence,10.3,JAC,QB
Davis Mills,9.9,HOU,QB
Ben Roethlisberger,7.8,PIT,QB
Matt Ryan,6.6,ATL,QB
Tua Tagovailoa,5.3,MIA,QB
Sam Darnold,3.0,CAR,QB
Jordan Love,1.7,GB,QB
Cam Newton,0.5,CAR,QB
Justin Fields,0.0,CHI,QB
Daniel Jones,0.0,NYG,QB
Gardner Minshew,0.0,PHI,QB
Lamar Jackson,0.0,BAL,QB
Kirk Cousins,0.0,MIN,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Josh Johnson,0.0,BAL,QB
Jared Goff,0.0,DET,QB
Trevor Siemian,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Teddy Bridgewater,0.0,DEN,QB
Jimmy Garoppolo,0.0,SF,QB
Jameis Winston,0.0,NO,QB
Rashaad Penny,32.5,SEA,RB
Najee Harris,29.6,PIT,RB
Darrel Williams,25.7,KC,RB
Boston Scott,24.6,PHI,RB
Devin Singletary,23.0,BUF,RB
Rhamondre Stevenson,22.7,NE,RB
AJ Dillon,22.3,GB,RB
David Montgomery,21.1,CHI,RB
Alvin Kamara,21.0,NO,RB
Elijah Mitchell,21.0,SF,RB
Jaret Patterson,20.8,WAS,RB
Austin Ekeler,20.2,LAC,RB
D'Onta Foreman,19.2,TEN,RB
Sony Michel,18.9,LAR,RB
Jonathan Taylor,18.4,IND,RB
Josh Jacobs,18.0,LV,RB
Damien Harris,17.7,NE,RB
Ty Johnson,17.2,NYJ,RB
Dontrell Hilliard,16.8,TEN,RB
Chuba Hubbard,15.8,CAR,RB
Joe Mixon,15.6,CIN,RB
Aaron Jones,15.6,GB,RB
Dare Ogunbowale,14.8,JAC,RB
Rex Burkhead,13.9,HOU,RB
Jamaal Williams,13.4,DET,RB
Chase Edmonds,13.2,ARI,RB
Mike Davis,12.7,ATL,RB
Saquon Barkley,10.2,NYG,RB
Melvin Gordon,10.2,DEN,RB
Ameer Abdullah,9.2,CAR,RB
Justin Jackson,9.1,LAC,RB
Tony Pollard,8.8,DAL,RB
Devonta Freeman,8.7,BAL,RB
Duke Johnson,8.5,MIA,RB
Le'Veon Bell,8.5,TB,RB
Michael Carter,7.3,NYJ,RB
Cordarrelle Patterson,7.2,ATL,RB
Devontae Booker,6.6,NYG,RB
Ke'Shawn Vaughn,6.5,TB,RB
D'Andre Swift,5.9,DET,RB
Nick Chubb,5.8,CLE,RB
Nyheim Hines,5.8,IND,RB
Derrick Gore,5.5,KC,RB
Alexander Mattison,5.3,MIN,RB
Austin Walter,4.9,NYJ,RB
Brandon Bolden,4.5,NE,RB
Dalvin Cook,4.3,MIN,RB
Javonte Williams,4.2,DEN,RB
Ezekiel Elliott,4.0,DAL,RB
Zack Moss,3.9,BUF,RB
Ronald Jones,3.7,TB,RB
Latavius Murray,3.1,BAL,RB
Jordan Howard,2.6,PHI,RB
Royce Freeman,2.5,HOU,RB
D'Ernest Johnson,2.4,CLE,RB
Samaje Perine,2.4,CIN,RB
Myles Gaskin,2.3,MIA,RB
Craig Reynolds,2.3,DET,RB
Phillip Lindsay,1.9,MIA,RB
JaMycal Hasty,1.6,SF,RB
Jeremy McNichols,1.4,TEN,RB
Khalil Herbert,0.9,CHI,RB
Kenneth Gainwell,0.4,PHI,RB
