Player,FPTS,Team,Pos
Josh Allen,29.5,BUF,QB
Jimmy Garoppolo,27.3,SF,QB
Tom Brady,27.2,TB,QB
Justin Fields,26.3,CHI,QB
Matthew Stafford,24.2,LAR,QB
Ryan Tannehill,23.2,TEN,QB
Joe Burrow,21.3,CIN,QB
Carson Wentz,20.3,IND,QB
Daniel Jones,17.1,NYG,QB
Tua Tagovailoa,16.2,MIA,QB
Justin Herbert,15.8,LAC,QB
Aaron Rodgers,15.7,GB,QB
Patrick Mahomes,15.0,KC,QB
Ben Roethlisberger,14.6,PIT,QB
Taylor Heinicke,13.8,WAS,QB
Trevor Lawrence,13.6,JAC,QB
Kirk Cousins,13.2,MIN,QB
Teddy Bridgewater,12.6,DEN,QB
Sam Darnold,11.8,CAR,QB
Mac Jones,11.7,NE,QB
Jalen Hurts,11.2,PHI,QB
Kyler Murray,11.1,ARI,QB
Trevor Siemian,10.6,NO,QB
Jameis Winston,10.2,NO,QB
Baker Mayfield,9.5,CLE,QB
Jared Goff,8.9,DET,QB
Matt Ryan,8.1,ATL,QB
Gardner Minshew,0.4,PHI,QB
Trey Lance,0.0,SF,QB
Jordan Love,0.0,GB,QB
Zach Wilson,0.0,NYJ,QB
Lamar Jackson,0.0,BAL,QB
Russell Wilson,0.0,SEA,QB
Cam Newton,0.0,CAR,QB
Andy Dalton,0.0,CHI,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Taysom Hill,0.0,NO,QB
Dak Prescott,0.0,DAL,QB
Deshaun Watson,0.0,HOU,QB
Derek Carr,0.0,LV,QB
Michael Carter,32.2,NYJ,RB
Joe Mixon,25.1,CIN,RB
Austin Ekeler,24.4,LAC,RB
Aaron Jones,24.0,GB,RB
Darrell Henderson,22.3,LAR,RB
Jonathan Taylor,21.2,IND,RB
Najee Harris,21.0,PIT,RB
Elijah Mitchell,19.7,SF,RB
Ty Johnson,19.6,NYJ,RB
Melvin Gordon,19.2,DEN,RB
Cordarrelle Patterson,18.2,ATL,RB
Boston Scott,18.0,PHI,RB
Jordan Howard,17.7,PHI,RB
Devontae Booker,17.5,NYG,RB
J.D. McKissic,17.3,WAS,RB
Darrel Williams,17.0,KC,RB
Alvin Kamara,16.6,NO,RB
Chase Edmonds,15.9,ARI,RB
James Conner,14.2,ARI,RB
Chuba Hubbard,14.1,CAR,RB
Damien Harris,14.0,NE,RB
Rex Burkhead,13.8,HOU,RB
Carlos Hyde,13.2,JAC,RB
Jermar Jefferson,12.9,DET,RB
Zack Moss,11.8,BUF,RB
Mike Davis,11.6,ATL,RB
Ezekiel Elliott,11.3,DAL,RB
Derrick Gore,10.8,KC,RB
Giovani Bernard,10.7,TB,RB
D'Ernest Johnson,9.9,CLE,RB
Ameer Abdullah,9.6,CAR,RB
Khalil Herbert,8.8,CHI,RB
Myles Gaskin,8.5,MIA,RB
Antonio Gibson,8.4,WAS,RB
D'Andre Swift,8.1,DET,RB
Nick Chubb,7.9,CLE,RB
Justin Jackson,7.9,LAC,RB
Dalvin Cook,7.8,MIN,RB
AJ Dillon,7.8,GB,RB
Sony Michel,7.6,LAR,RB
Leonard Fournette,7.3,TB,RB
Mark Ingram,7.2,NO,RB
Javonte Williams,6.8,DEN,RB
Derrick Henry,6.8,TEN,RB
Nyheim Hines,6.4,IND,RB
Jeremy McNichols,6.3,TEN,RB
JaMycal Hasty,5.3,SF,RB
James Robinson,4.9,JAC,RB
Jaret Patterson,4.6,WAS,RB
Alex Collins,4.4,SEA,RB
Rhamondre Stevenson,4.1,NE,RB
Devin Singletary,3.9,BUF,RB
Salvon Ahmed,3.8,MIA,RB
Tony Pollard,3.7,DAL,RB
Samaje Perine,3.6,CIN,RB
Ronald Jones,2.9,TB,RB
Kenneth Gainwell,2.7,PHI,RB
Brandon Bolden,2.6,NE,RB
Alexander Mattison,2.0,MIN,RB
David Johnson,1.3,HOU,RB
Phillip Lindsay,0.8,MIA,RB
