Player,FPTS,Team,Pos
Josh Allen,37.2,BUF,QB
Justin Herbert,30.8,LAC,QB
Matthew Stafford,29.5,LAR,QB
Tom Brady,28.7,TB,QB
Sam Darnold,25.3,CAR,QB
Kirk Cousins,25.1,MIN,QB
Patrick Mahomes,24.9,KC,QB
Ryan Tannehill,23.5,TEN,QB
Taylor Heinicke,23.4,WAS,QB
Jalen Hurts,22.5,PHI,QB
Derek Carr,22.2,LV,QB
Lamar Jackson,20.3,BAL,QB
Dak Prescott,20.1,DAL,QB
Kyler Murray,19.5,ARI,QB
Aaron Rodgers,19.0,GB,QB
Joe Burrow,18.6,CIN,QB
Baker Mayfield,16.9,CLE,QB
Russell Wilson,16.6,SEA,QB
Daniel Jones,16.5,NYG,QB
Jimmy Garoppolo,15.7,SF,QB
Matt Ryan,15.6,ATL,QB
Ben Roethlisberger,15.2,PIT,QB
Mac Jones,14.6,NE,QB
Jameis Winston,13.5,NO,QB
Teddy Bridgewater,11.8,DEN,QB
Trevor Lawrence,9.5,JAC,QB
Taysom Hill,9.2,NO,QB
Jared Goff,9.1,DET,QB
Carson Wentz,7.8,IND,QB
Trey Lance,6.1,SF,QB
Zach Wilson,4.6,NYJ,QB
Justin Fields,3.9,CHI,QB
Tua Tagovailoa,0.0,MIA,QB
Jordan Love,0.0,GB,QB
Gardner Minshew,0.0,PHI,QB
Andy Dalton,0.0,CHI,QB
Cam Newton,0.0,CAR,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Trevor Siemian,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Najee Harris,28.2,PIT,RB
Kareem Hunt,27.5,CLE,RB
Ezekiel Elliott,26.6,DAL,RB
James Robinson,25.4,JAC,RB
D'Andre Swift,23.7,DET,RB
Alexander Mattison,23.1,MIN,RB
Austin Ekeler,22.7,LAC,RB
Saquon Barkley,21.4,NYG,RB
Alvin Kamara,20.8,NO,RB
Giovani Bernard,20.1,TB,RB
Derrick Henry,19.4,TEN,RB
Nyheim Hines,18.9,IND,RB
James Conner,18.3,ARI,RB
Zack Moss,18.1,BUF,RB
Aaron Jones,17.6,GB,RB
Antonio Gibson,17.4,WAS,RB
Clyde Edwards-Helaire,16.9,KC,RB
Chris Carson,16.2,SEA,RB
Cordarrelle Patterson,16.2,ATL,RB
Melvin Gordon,15.2,DEN,RB
Jamaal Williams,14.7,DET,RB
Chase Edmonds,14.5,ARI,RB
Javonte Williams,13.2,DEN,RB
Trey Sermon,11.4,SF,RB
