Player,FPTS,Team,Pos
Justin Herbert,42.8,LAC,QB
Lamar Jackson,41.9,BAL,QB
Tom Brady,37.7,TB,QB
Josh Allen,36.5,BUF,QB
Jameis Winston,26.8,NO,QB
Jalen Hurts,23.9,PHI,QB
Baker Mayfield,23.0,CLE,QB
Trevor Lawrence,22.7,JAC,QB
Carson Wentz,22.6,IND,QB
Dak Prescott,21.7,DAL,QB
Matt Ryan,21.6,ATL,QB
Patrick Mahomes,21.0,KC,QB
Aaron Rodgers,20.8,GB,QB
Joe Burrow,20.3,CIN,QB
Teddy Bridgewater,19.6,DEN,QB
Matthew Stafford,17.5,LAR,QB
Ben Roethlisberger,16.0,PIT,QB
Trey Lance,15.6,SF,QB
Kirk Cousins,14.4,MIN,QB
Ryan Tannehill,14.0,TEN,QB
Kyler Murray,13.7,ARI,QB
Mac Jones,12.5,NE,QB
Taylor Heinicke,11.9,WAS,QB
Russell Wilson,10.1,SEA,QB
Sam Darnold,9.1,CAR,QB
Zach Wilson,9.0,NYJ,QB
Justin Fields,8.8,CHI,QB
Derek Carr,8.2,LV,QB
Jared Goff,7.1,DET,QB
Daniel Jones,4.8,NYG,QB
Taysom Hill,2.1,NO,QB
Andy Dalton,0.3,CHI,QB
Tua Tagovailoa,0.0,MIA,QB
Jordan Love,0.0,GB,QB
Gardner Minshew,0.0,PHI,QB
Cam Newton,0.0,CAR,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Trevor Siemian,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Jimmy Garoppolo,0.0,SF,QB
Austin Ekeler,32.9,LAC,RB
Jonathan Taylor,31.9,IND,RB
Myles Gaskin,31.9,MIA,RB
Derrick Henry,31.0,TEN,RB
Alvin Kamara,29.2,NO,RB
Alexander Mattison,26.3,MIN,RB
Kareem Hunt,25.9,CLE,RB
Ezekiel Elliott,25.2,DAL,RB
Nick Chubb,24.0,CLE,RB
D'Andre Swift,22.4,DET,RB
Najee Harris,22.2,PIT,RB
James Robinson,21.7,JAC,RB
Antonio Gibson,21.2,WAS,RB
Leonard Fournette,21.0,TB,RB
Devontae Booker,20.8,NYG,RB
Cordarrelle Patterson,18.4,ATL,RB
Chuba Hubbard,18.4,CAR,RB
Samaje Perine,18.3,CIN,RB
