Player,FPTS,Team,Pos
Sam Darnold,33.5,CAR,QB
Patrick Mahomes,32.3,KC,QB
Matt Ryan,29.0,ATL,QB
Jalen Hurts,28.2,PHI,QB
Taylor Heinicke,27.9,WAS,QB
Daniel Jones,27.8,NYG,QB
Dak Prescott,27.0,DAL,QB
Aaron Rodgers,24.1,GB,QB
Kyler Murray,22.6,ARI,QB
Russell Wilson,22.6,SEA,QB
Joe Burrow,22.3,CIN,QB
Justin Herbert,21.3,LAC,QB
Josh Allen,21.0,BUF,QB
Trey Lance,20.4,SF,QB
Matthew Stafford,20.3,LAR,QB
Lamar Jackson,19.4,BAL,QB
Taysom Hill,18.8,NO,QB
Ryan Tannehill,18.8,TEN,QB
Zach Wilson,18.7,NYJ,QB
Carson Wentz,17.9,IND,QB
Mac Jones,17.9,NE,QB
Trevor Lawrence,17.8,JAC,QB
Jared Goff,16.8,DET,QB
Derek Carr,15.4,LV,QB
Jameis Winston,13.0,NO,QB
Tom Brady,11.1,TB,QB
Kirk Cousins,11.1,MIN,QB
Ben Roethlisberger,10.3,PIT,QB
Jimmy Garoppolo,9.6,SF,QB
Baker Mayfield,9.3,CLE,QB
Justin Fields,8.3,CHI,QB
Teddy Bridgewater,6.8,DEN,QB
Tua Tagovailoa,0.0,MIA,QB
Jordan Love,0.0,GB,QB
Gardner Minshew,0.0,PHI,QB
Andy Dalton,0.0,CHI,QB
Cam Newton,0.0,CAR,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Trevor Siemian,0.0,NO,QB
Deshaun Watson,0.0,HOU,QB
Cordarrelle Patterson,34.6,ATL,RB
Saquon Barkley,29.6,NYG,RB
Austin Ekeler,29.5,LAC,RB
Derrick Henry,25.7,TEN,RB
David Montgomery,22.6,CHI,RB
Najee Harris,21.1,PIT,RB
Kenneth Gainwell,20.9,PHI,RB
James Conner,20.6,ARI,RB
James Robinson,20.6,JAC,RB
Jonathan Taylor,20.4,IND,RB
Ezekiel Elliott,20.3,DAL,RB
Clyde Edwards-Helaire,18.3,KC,RB
Chase Edmonds,17.9,ARI,RB
Leonard Fournette,16.9,TB,RB
J.D. McKissic,16.9,WAS,RB
Kareem Hunt,16.6,CLE,RB
Darrell Henderson,16.6,LAR,RB
Jeremy McNichols,16.5,TEN,RB
Alex Collins,15.8,SEA,RB
Antonio Gibson,15.5,WAS,RB
Damien Williams,15.0,CHI,RB
Darrel Williams,13.8,KC,RB
Joe Mixon,13.7,CIN,RB
Zack Moss,12.1,BUF,RB
Alvin Kamara,12.0,NO,RB
Latavius Murray,11.9,BAL,RB
Nick Chubb,11.5,CLE,RB
Brandon Bolden,11.1,NE,RB
Aaron Jones,10.9,GB,RB
Josh Jacobs,10.7,LV,RB
AJ Dillon,10.7,GB,RB
Mike Davis,10.6,ATL,RB
Michael Carter,10.4,NYJ,RB
Devin Singletary,9.6,BUF,RB
Chuba Hubbard,9.1,CAR,RB
Javonte Williams,8.9,DEN,RB
Trey Sermon,8.9,SF,RB
D'Andre Swift,8.9,DET,RB
Melvin Gordon,8.7,DEN,RB
Ronald Jones,8.5,TB,RB
David Johnson,7.8,HOU,RB
Miles Sanders,7.7,PHI,RB
Tony Pollard,6.7,DAL,RB
Jamaal Williams,6.6,DET,RB
Dalvin Cook,6.4,MIN,RB
Justin Jackson,5.3,LAC,RB
Tevin Coleman,5.1,NYJ,RB
Damien Harris,4.6,NE,RB
Chris Carson,4.1,SEA,RB
Malcolm Brown,3.7,MIA,RB
Ty Johnson,3.3,NYJ,RB
Marlon Mack,3.3,IND,RB
Salvon Ahmed,3.3,MIA,RB
Samaje Perine,3.2,CIN,RB
Wayne Gallman,2.9,ATL,RB
Mark Ingram,2.4,NO,RB
Devontae Booker,2.2,NYG,RB
Jaret Patterson,2.2,WAS,RB
Alexander Mattison,2.0,MIN,RB
Tony Jones,1.5,NO,RB
Ameer Abdullah,1.2,CAR,RB
Le'Veon Bell,1.1,FA,RB
Nyheim Hines,1.1,IND,RB
Khalil Herbert,0.7,CHI,RB
Devonta Freeman,0.4,BAL,RB
Myles Gaskin,0.3,MIA,RB
Kenyan Drake,0.2,LV,RB
DeeJay Dallas,0.0,SEA,RB
Eno Benjamin,0.0,ARI,RB
J.K. Dobbins,0.0,BAL,RB
Travis Etienne,0.0,JAC,RB
JaMycal Hasty,0.0,SF,RB
Cam Akers,0.0,LAR,RB
Ty'Son Williams,0.0,BAL,RB
Jermar Jefferson,0.0,DET,RB
Mike Boone,0.0,DEN,RB
Gus Edwards,0.0,BAL,RB
Boston Scott,0.0,PHI,RB
