Player,FPTS,Team,Pos
Tyler Huntley,35.9,BAL,QB
Patrick Mahomes,30.6,KC,QB
Jalen Hurts,28.6,PHI,QB
Cam Newton,24.3,CAR,QB
Justin Herbert,24.0,LAC,QB
Aaron Rodgers,23.8,GB,QB
Josh Allen,21.8,BUF,QB
Jared Goff,20.6,DET,QB
Mac Jones,19.2,NE,QB
Justin Fields,16.9,CHI,QB
Matthew Stafford,16.5,LAR,QB
Tua Tagovailoa,15.7,MIA,QB
Davis Mills,15.6,HOU,QB
Jimmy Garoppolo,13.8,SF,QB
Kyler Murray,13.6,ARI,QB
Matt Ryan,13.4,ATL,QB
Joe Burrow,12.8,CIN,QB
Zach Wilson,12.0,NYJ,QB
Ben Roethlisberger,11.9,PIT,QB
Kirk Cousins,11.5,MIN,QB
Derek Carr,11.1,LV,QB
Ryan Tannehill,10.9,TEN,QB
Dak Prescott,10.6,DAL,QB
Trevor Lawrence,10.5,JAC,QB
Taysom Hill,9.5,NO,QB
Carson Wentz,7.0,IND,QB
Tom Brady,5.8,TB,QB
Drew Lock,5.3,DEN,QB
Russell Wilson,5.2,SEA,QB
Teddy Bridgewater,4.9,DEN,QB
Trey Lance,0.0,SF,QB
Daniel Jones,0.0,NYG,QB
Jordan Love,0.0,GB,QB
Gardner Minshew,0.0,PHI,QB
Sam Darnold,0.0,CAR,QB
Baker Mayfield,0.0,CLE,QB
Andy Dalton,0.0,CHI,QB
Tyrod Taylor,0.0,HOU,QB
Ryan Fitzpatrick,0.0,WAS,QB
Josh Johnson,0.0,BAL,QB
Trevor Siemian,0.0,NO,QB
Lamar Jackson,0.0,BAL,QB
Deshaun Watson,0.0,HOU,QB
Jameis Winston,0.0,NO,QB
Taylor Heinicke,0.0,WAS,QB
Duke Johnson,25.7,MIA,RB
Jonathan Taylor,23.0,IND,RB
Jeff Wilson,19.9,SF,RB
Antonio Gibson,18.5,WAS,RB
Austin Ekeler,18.2,LAC,RB
James Robinson,17.8,JAC,RB
Devin Singletary,16.6,BUF,RB
Miles Sanders,16.6,PHI,RB
Nick Chubb,16.3,CLE,RB
Ezekiel Elliott,16.2,DAL,RB
Ameer Abdullah,15.5,CAR,RB
D'Onta Foreman,15.5,TEN,RB
Aaron Jones,15.0,GB,RB
DeeJay Dallas,14.2,SEA,RB
Leonard Fournette,13.7,TB,RB
Sony Michel,13.5,LAR,RB
Craig Reynolds,12.7,DET,RB
Josh Jacobs,12.4,LV,RB
Javonte Williams,12.1,DEN,RB
Tony Pollard,11.7,DAL,RB
David Montgomery,11.3,CHI,RB
Dalvin Cook,11.1,MIN,RB
Justin Jackson,10.9,LAC,RB
AJ Dillon,10.5,GB,RB
Devontae Booker,10.2,NYG,RB
Dontrell Hilliard,9.9,TEN,RB
Saquon Barkley,9.4,NYG,RB
Ronald Jones,9.1,TB,RB
James Conner,9.0,ARI,RB
Clyde Edwards-Helaire,9.0,KC,RB
Jeremy McNichols,8.1,TEN,RB
Jaret Patterson,8.0,WAS,RB
Nyheim Hines,7.8,IND,RB
Brandon Bolden,7.4,NE,RB
Melvin Gordon,7.1,DEN,RB
Joe Mixon,7.0,CIN,RB
Jordan Howard,6.9,PHI,RB
Rashaad Penny,6.4,SEA,RB
Khalil Herbert,6.4,CHI,RB
Samaje Perine,6.3,CIN,RB
Latavius Murray,6.1,BAL,RB
Rex Burkhead,5.7,HOU,RB
D'Ernest Johnson,5.5,CLE,RB
Myles Gaskin,5.4,MIA,RB
Chase Edmonds,5.3,ARI,RB
Chuba Hubbard,5.1,CAR,RB
Alvin Kamara,5.1,NO,RB
Rhamondre Stevenson,5.0,NE,RB
Tevin Coleman,5.0,NYJ,RB
Darrell Henderson,4.7,LAR,RB
Najee Harris,4.6,PIT,RB
Cordarrelle Patterson,4.3,ATL,RB
Mark Ingram,3.8,NO,RB
David Johnson,3.7,HOU,RB
Devonta Freeman,3.4,BAL,RB
Michael Carter,3.0,NYJ,RB
Mike Davis,2.1,ATL,RB
Ke'Shawn Vaughn,1.9,TB,RB
Dare Ogunbowale,1.6,JAC,RB
Darrel Williams,1.2,KC,RB
Austin Walter,1.2,NYJ,RB
Godwin Igwebuike,1.1,DET,RB
Jermar Jefferson,0.9,DET,RB
Royce Freeman,0.8,HOU,RB
JaMycal Hasty,0.6,SF,RB
Matt Breida,0.1,BUF,RB
Joshua Kelley,0.1,LAC,RB
Eno Benjamin,0.0,ARI,RB
Ty'Son Williams,0.0,BAL,RB
Trey Sermon,0.0,SF,RB
Cam Akers,0.0,LAR,RB
Zack Moss,0.0,BUF,RB
J.K. Dobbins,0.0,BAL,RB
Travis Etienne,0.0,JAC,RB
Tony Jones,0.0,NO,RB
Salvon Ahmed,0.0,MIA,RB
D'Andre Swift,0.0,DET,RB
Mike Boone,0.0,DEN,RB
Gus Edwards,0.0,BAL,RB
Boston Scott,0.0,PHI,RB
Phillip Lindsay,0.0,MIA,RB
Alexander Mattison,0.0,MIN,RB
Derrick Gore,0.0,KC,RB
Damien Harris,0.0,NE,RB
