Player,FPTS,Team,Pos
Patrick Mahomes,40.0,KC,QB
Russell Wilson,36.8,SEA,QB
Josh Allen,32.2,BUF,QB
Dak Prescott,29.5,DAL,QB
Jared Goff,28.2,DET,QB
Ryan Fitzpatrick,25.2,WAS,QB
Kyler Murray,24.7,ARI,QB
Aaron Rodgers,24.5,GB,QB
Tom Brady,23.9,TB,QB
Carson Wentz,23.5,IND,QB
Drew Brees,23.5,FA,QB
Kirk Cousins,21.4,MIN,QB
Joe Burrow,20.4,CIN,QB
Ben Roethlisberger,19.2,PIT,QB
Matthew Stafford,18.5,LAR,QB
Deshaun Watson,18.1,HOU,QB
Justin Herbert,15.7,LAC,QB
Derek Carr,15.4,LV,QB
Teddy Bridgewater,14.6,DEN,QB
Baker Mayfield,14.3,CLE,QB
Lamar Jackson,14.2,BAL,QB
Ryan Tannehill,13.7,TEN,QB
Philip Rivers,12.7,FA,QB
Matt Ryan,12.4,ATL,QB
Cam Newton,12.2,CAR,QB
Sam Darnold,9.7,CAR,QB
Daniel Jones,9.1,NYG,QB
Jalen Hurts,0.8,PHI,QB
Jacoby Brissett,0.7,MIA,QB
Trevor Lawrence,0.0,JAC,QB
Jordan Love,0.0,GB,QB
Justin Fields,0.0,CHI,QB
Trey Lance,0.0,SF,QB
Mac Jones,0.0,NE,QB
Tua Tagovailoa,0.0,MIA,QB
Mike White,0.0,NYJ,QB
Zach Wilson,0.0,NYJ,QB
Colt McCoy,0.0,ARI,QB
Tyrod Taylor,0.0,HOU,QB
Mason Rudolph,0.0,PIT,QB
Trevor Siemian,0.0,NO,QB
P.J. Walker,0.0,CAR,QB
Geno Smith,0.0,SEA,QB
Jimmy Garoppolo,0.0,SF,QB
Taylor Heinicke,0.0,WAS,QB
Jameis Winston,0.0,NO,QB
Taysom Hill,-0.3,NO,QB
Alvin Kamara,44.7,NO,RB
Austin Ekeler,31.3,LAC,RB
James Robinson,30.9,JAC,RB
Derrick Henry,27.0,TEN,RB
Dalvin Cook,25.9,MIN,RB
James Conner,24.9,ARI,RB
Nick Chubb,24.0,CLE,RB
Mike Davis,23.1,ATL,RB
Jeff Wilson,21.9,SF,RB
Darrell Henderson,19.0,LAR,RB
Clyde Edwards-Helaire,18.4,KC,RB
Ezekiel Elliott,17.8,DAL,RB
