Player,FPTS,Team,Pos
Josh Allen,32.3,BUF,QB
Tom Brady,29.9,TB,QB
Deshaun Watson,26.8,HOU,QB
Aaron Rodgers,26.1,GB,QB
Ben Roethlisberger,25.5,PIT,QB
Kirk Cousins,23.6,MIN,QB
Derek Carr,23.2,LV,QB
Lamar Jackson,21.3,BAL,QB
Jalen Hurts,20.6,PHI,QB
Patrick Mahomes,20.2,KC,QB
Matt Ryan,19.9,ATL,QB
Russell Wilson,19.9,SEA,QB
Ryan Tannehill,18.3,TEN,QB
Sam Darnold,17.0,CAR,QB
Justin Herbert,16.7,LAC,QB
Kyler Murray,16.4,ARI,QB
Daniel Jones,14.4,NYG,QB
Philip Rivers,11.8,FA,QB
Taylor Heinicke,11.7,WAS,QB
Ryan Fitzpatrick,11.3,WAS,QB
Taysom Hill,11.0,NO,QB
Jared Goff,10.7,DET,QB
Drew Brees,10.1,FA,QB
Cam Newton,9.8,CAR,QB
Teddy Bridgewater,9.6,DEN,QB
Tua Tagovailoa,8.9,MIA,QB
Baker Mayfield,8.0,CLE,QB
Matthew Stafford,0.7,LAR,QB
Jacoby Brissett,0.1,MIA,QB
Justin Fields,0.0,CHI,QB
Trevor Lawrence,0.0,JAC,QB
Trey Lance,0.0,SF,QB
Mac Jones,0.0,NE,QB
Mike White,0.0,NYJ,QB
Jordan Love,0.0,GB,QB
Joe Burrow,0.0,CIN,QB
Zach Wilson,0.0,NYJ,QB
Colt McCoy,0.0,ARI,QB
Tyrod Taylor,0.0,HOU,QB
Mason Rudolph,0.0,PIT,QB
Carson Wentz,0.0,IND,QB
Dak Prescott,0.0,DAL,QB
Trevor Siemian,0.0,NO,QB
P.J. Walker,0.0,CAR,QB
Jimmy Garoppolo,0.0,SF,QB
Geno Smith,0.0,SEA,QB
Jameis Winston,0.0,NO,QB
Alvin Kamara,56.2,NO,RB
Myles Gaskin,33.9,MIA,RB
Samaje Perine,29.6,CIN,RB
David Johnson,28.9,HOU,RB
Jeff Wilson,27.4,SF,RB
AJ Dillon,25.9,GB,RB
J.D. McKissic,23.2,WAS,RB
David Montgomery,20.1,CHI,RB
Giovani Bernard,20.1,TB,RB
Jonathan Taylor,19.4,IND,RB
Miles Sanders,18.4,PHI,RB
Ezekiel Elliott,17.9,DAL,RB
Nick Chubb,17.6,CLE,RB
James Conner,17.6,ARI,RB
Dalvin Cook,16.5,MIN,RB
Austin Ekeler,15.8,LAC,RB
Leonard Fournette,15.6,TB,RB
Kyle Juszczyk,15.3,SF,RB
Kareem Hunt,14.2,CLE,RB
Gus Edwards,14.2,BAL,RB
J.K. Dobbins,13.7,BAL,RB
