,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
468,Tyler Davis,TE,GB,0,0,0,0,4,0,1,0,0,12,0,0,bye,9,19,0,32,77,11.0,
469,Dax Milne,WR,WAS,0,0,0,0,34,12,29,21,bye,20,12,0,0,0,6,7,6,147,16.3,
470,Nathan Peterman,QB,LV,0,0,0,0,4,0,0,bye,0,0,0,0,0,0,0,0,0,4,4.0,
471,Jalen Richard,RB,LV,0,0,0,0,10,8,16,bye,5,6,0,0,0,0,11,10,13,79,9.9,
472,Jesper Horsted,TE,CHI,0,0,0,0,2,0,1,0,0,bye,0,0,0,0,2,0,0,5,1.3,
473,Joshua Kelley,RB,LAC,0,0,0,0,26,18,bye,0,17,8,0,16,0,19,13,17,0,134,16.8,
474,Mike Glennon,QB,NYG,0,0,0,0,39,0,0,0,0,bye,0,0,65,69,50,36,56,315,52.5,
475,Eno Benjamin,RB,ARI,0,0,0,0,0,0,4,0,17,15,18,bye,4,0,0,0,9,67,9.6,
476,Travis Benjamin,WR,SF,0,0,0,0,15,bye,0,0,0,0,0,0,3,2,0,0,2,22,5.5,
477,Charlie Woerner,TE,SF,0,0,0,0,21,bye,30,45,0,0,0,19,7,14,13,0,10,159,19.9,
478,Josh Gordon,WR,KC,0,0,0,0,9,0,8,32,19,0,29,bye,0,24,0,8,12,141,17.6,
479,Hunter Long,TE,MIA,0,0,0,0,0,9,0,0,0,0,0,0,10,bye,23,0,0,42,14.0,
480,Tom Kennedy,WR,DET,0,0,0,0,0,8,0,14,bye,0,0,0,0,17,0,21,24,84,16.8,
481,Trayveon Williams,RB,CIN,0,0,0,0,0,12,0,0,0,bye,0,0,0,0,0,0,0,12,4.0,
482,Brandon Allen,QB,CIN,0,0,0,0,0,13,0,0,6,bye,0,10,0,0,0,0,2,31,7.8,
483,Shi Smith,WR,CAR,0,0,0,0,0,8,20,24,0,0,0,0,bye,0,0,15,3,70,14.0,
484,T.Y. Hilton,WR,IND,0,0,0,0,0,24,0,35,0,39,28,42,32,bye,14,47,36,297,33.0,
485,Dante Pettis,WR,NYG,0,0,0,0,0,46,35,1,0,bye,0,0,0,0,0,0,0,82,27.3,
486,John Wolford,QB,LAR,0,0,0,0,0,10,0,9,0,0,bye,0,0,0,0,0,0,19,9.5,
487,Tyler Huntley,QB,BAL,0,0,0,0,0,4,12,bye,0,0,81,0,0,64,70,0,71,302,50.3,
488,Miles Boykin,WR,BAL,0,0,0,0,0,4,0,bye,0,0,0,0,0,0,0,3,0,7,3.5,
489,Rashod Bateman,WR,BAL,0,0,0,0,0,45,46,bye,65,40,57,36,33,48,65,48,59,542,49.3,
490,Artavis Pierce,RB,CHI,0,0,0,0,0,3,0,0,0,bye,0,0,0,0,0,0,0,3,3.0,
491,Johnny Stanton,RB,CLE,0,0,0,0,0,2,11,0,0,1,0,0,bye,0,0,0,0,14,4.7,
492,Mike Boone,RB,DEN,0,0,0,0,0,6,0,0,0,0,bye,0,17,0,0,0,0,23,7.7,
493,Malik Turner,WR,DAL,0,0,0,0,0,1,bye,0,18,23,8,0,18,0,6,13,0,87,12.4,
494,John Kelly,RB,CLE,0,0,0,0,0,0,3,0,0,0,0,0,bye,0,0,0,0,3,3.0,
495,John Brown,WR,Multi,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,0,13,4.3,
496,Logan Woodside,QB,TEN,0,0,0,0,0,0,1,1,1,0,0,0,bye,3,0,0,0,6,1.5,
497,Darrynton Evans,RB,TEN,0,0,0,0,0,0,6,0,0,0,0,0,bye,0,0,0,0,6,6.0,
498,Mason Kinsey,WR,TEN,0,0,0,0,0,0,3,0,0,0,0,0,bye,0,0,0,0,3,3.0,
499,Chad Henne,QB,KC,0,0,0,0,0,0,18,0,0,3,0,bye,0,4,0,6,0,31,7.8,
500,Derrick Gore,RB,KC,0,0,0,0,0,0,5,16,10,11,0,bye,0,20,0,19,8,89,12.7,
501,Brian Hoyer,QB,NE,0,0,0,0,0,0,12,0,6,9,0,1,0,bye,0,0,13,41,8.2,
502,Mike White,QB,NYJ,0,0,0,0,0,bye,47,79,14,71,0,0,0,0,0,0,0,211,52.8,
503,Antonio Gandy-Golden,WR,WAS,0,0,0,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,6,6.0,
504,David Sills,WR,NYG,0,0,0,0,0,0,27,0,0,bye,0,0,0,0,0,15,40,82,27.3,
505,P.J. Walker,QB,CAR,0,0,0,0,0,0,19,10,0,66,0,15,bye,16,0,0,0,126,25.2,
506,Keith Kirkwood,WR,CAR,0,0,0,0,0,0,29,35,0,0,0,0,bye,0,0,0,0,64,32.0,
507,Geronimo Allison,WR,DET,0,0,0,0,0,0,32,0,bye,0,0,0,0,0,0,0,0,32,32.0,
508,Brock Wright,TE,DET,0,0,0,0,0,0,17,0,bye,36,13,0,29,35,49,49,0,228,32.6,
509,Ke'Shawn Vaughn,RB,TB,0,0,0,0,0,0,8,0,bye,0,9,0,0,0,19,24,24,84,16.8,
510,Deon Yelder,TE,TB,0,0,0,0,0,0,11,0,bye,0,0,0,0,0,0,0,0,11,11.0,
511,Ryan Nall,RB,CHI,0,0,0,0,0,0,5,7,2,bye,0,0,0,0,0,0,1,15,3.0,
512,Keke Coutee,WR,IND,0,0,0,0,0,0,4,0,0,0,0,0,0,bye,0,0,0,4,4.0,
513,Devine Ozigbo,RB,Multi,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2.0,
514,Tre'Quan Smith,WR,NO,0,0,0,0,0,bye,41,48,61,61,62,45,47,49,40,0,0,454,50.4,
515,Kevin White,WR,NO,0,0,0,0,0,bye,8,9,15,9,0,0,0,0,0,0,0,41,10.3,
516,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,31,54,42,63,bye,0,0,64,50,44,348,49.7,
517,Juwann Winfree,WR,GB,0,0,0,0,0,0,0,54,0,0,0,0,bye,0,15,8,14,91,22.8,
518,Patrick Laird,RB,MIA,0,0,0,0,0,0,0,10,0,16,11,0,0,bye,0,0,0,37,12.3,
519,Anthony McFarland,RB,PIT,0,0,0,0,0,0,bye,7,0,0,0,12,0,0,0,0,0,19,9.5,
520,La'Mical Perine,RB,NYJ,0,0,0,0,0,bye,0,6,0,0,0,0,0,17,0,0,0,23,11.5,
521,Josh Johnson,QB,Multi,0,0,0,0,0,0,0,5,63,0,0,1,0,0,0,59,0,128,32.0,
522,Dontrell Hilliard,RB,TEN,0,0,0,0,0,0,0,0,0,0,51,32,bye,24,29,13,15,164,23.4,
523,David Blough,QB,DET,0,0,0,0,0,0,0,4,bye,0,0,0,0,0,0,0,0,4,4.0,
524,Jermar Jefferson,RB,DET,0,0,0,0,0,0,0,11,bye,3,0,5,8,0,6,0,0,33,6.6,
525,Jordan Howard,RB,PHI,0,0,0,0,0,0,0,16,23,24,13,0,0,bye,34,22,21,153,21.9,
526,Gardner Minshew,QB,PHI,0,0,0,0,0,0,0,14,0,0,0,0,71,bye,0,0,0,85,42.5,
527,Scottie Phillips,RB,HOU,0,0,0,0,0,0,0,15,4,bye,0,0,0,0,0,0,0,19,9.5,
528,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,15,20,bye,18,34,22,29,0,32,35,205,25.6,
529,Trevor Siemian,QB,NO,0,0,0,0,0,bye,0,56,73,62,65,57,0,0,0,0,0,313,62.6,
530,Cyril Grayson,WR,TB,0,0,0,0,0,0,0,8,bye,0,0,0,0,0,0,53,47,108,36.0,
531,Luke Stocker,TE,MIN,0,0,0,0,0,0,bye,17,18,20,0,0,13,0,19,0,0,87,17.4,
532,Cooper Rush,QB,DAL,0,0,0,0,0,0,bye,73,0,14,0,0,0,0,0,12,0,99,33.0,
533,Sam Ehlinger,QB,IND,0,0,0,0,0,0,0,0,1,0,7,0,10,bye,0,0,0,18,6.0,
534,Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,20,0,9,0,0,bye,0,5,4,38,9.5,
535,C.J. Beathard,QB,JAC,0,0,0,0,0,0,bye,0,6,0,0,0,1,0,0,0,0,7,3.5,
536,Pharoh Cooper,WR,NYG,0,0,0,0,0,0,0,0,2,bye,13,35,27,13,3,36,19,148,18.5,
537,Dillon Stoner,WR,LV,0,0,0,0,0,0,0,bye,1,4,0,0,0,0,0,0,0,5,2.5,
538,Kene Nwangwu,RB,MIN,0,0,0,0,0,0,bye,0,0,0,0,2,9,0,5,12,0,28,3.5,
539,Sean McKeon,TE,DAL,0,0,0,0,0,0,bye,0,12,36,9,12,0,0,0,17,0,86,17.2,
540,Kirk Merritt,WR,MIA,0,0,0,0,0,0,0,0,11,0,0,0,0,bye,0,0,0,11,11.0,
541,John Hightower,WR,PHI,0,0,0,0,0,0,0,0,2,0,0,0,0,bye,0,0,0,2,2.0,
542,Chris Streveler,QB,ARI,0,0,0,0,0,0,0,0,2,22,0,bye,0,0,0,0,0,24,12.0,
543,Greg Dortch,WR,ARI,0,0,0,0,0,0,0,0,4,1,0,bye,0,0,0,0,17,22,5.5,
544,Adrian Peterson,RB,Multi,0,0,0,0,0,0,0,0,19,20,15,0,18,0,0,0,0,72,18.0,
545,D'Onta Foreman,RB,TEN,0,0,0,0,0,0,0,0,12,21,15,31,bye,23,31,21,41,195,24.4,
546,Kevin Rader,TE,PIT,0,0,0,0,0,0,bye,0,1,0,0,0,0,0,0,17,5,23,7.7,
547,Mason Rudolph,QB,PIT,0,0,0,0,0,0,bye,0,0,87,0,0,0,0,0,10,0,97,48.5,
548,Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,0,13,64,12,bye,0,0,0,0,89,29.7,
549,Frank Darby,WR,ATL,0,0,0,0,0,bye,0,0,0,12,0,0,0,0,0,0,1,13,3.3,
550,Kenny Yeboah,TE,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,14,0,0,0,37,51,17.0,
551,Joe Flacco,QB,NYJ,0,0,0,0,0,bye,0,0,0,6,60,0,0,0,0,0,0,66,33.0,
552,Davis Webb,QB,BUF,0,0,0,0,0,0,bye,0,0,4,0,0,0,0,0,0,0,4,4.0,
553,Maurice Ffrench,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,2,0,2,1.0,
554,Dan Chisena,WR,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,5,0,0,0,0,5,2.5,
555,Cam Newton,QB,CAR,0,0,0,0,0,0,0,0,0,9,51,40,bye,48,76,26,1,251,35.9,
556,Patrick Taylor,RB,GB,0,0,0,0,0,0,0,0,0,3,15,0,bye,0,0,0,12,30,7.5,
557,Daniel Helm,TE,LV,0,0,0,0,0,0,0,bye,0,3,0,14,0,0,11,0,0,28,9.3,
558,Jeff Wilson,RB,SF,0,0,0,0,0,bye,0,0,0,22,40,10,2,42,50,44,12,222,27.8,
559,Kendall Blanton,TE,LAR,0,0,0,0,0,0,0,0,0,2,bye,0,10,52,43,0,0,107,26.8,
560,Deon Jackson,RB,IND,0,0,0,0,0,0,0,0,0,0,7,0,8,bye,0,0,1,16,3.2,
561,Qadree Ollison,RB,ATL,0,0,0,0,0,bye,0,0,0,0,26,0,13,6,3,0,5,53,10.6,
562,Nick Boyle,TE,BAL,0,0,0,0,0,0,0,bye,0,0,32,0,0,0,0,0,16,48,24.0,
563,Nick Bawden,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,8,0,0,0,0,0,0,8,8.0,
564,Duke Johnson,RB,MIA,0,0,0,0,0,0,0,0,0,0,6,0,0,bye,41,23,36,106,26.5,
565,Tyree Jackson,TE,PHI,0,0,0,0,0,0,0,0,0,0,14,0,0,bye,0,14,0,28,14.0,
566,Nick Vannett,TE,NO,0,0,0,0,0,bye,0,0,0,0,18,21,42,51,35,41,0,208,34.7,
567,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0,0,55,21,bye,0,0,0,0,76,25.3,
568,Tim Boyle,QB,DET,0,0,0,0,0,0,0,0,bye,0,48,0,0,0,0,67,63,178,59.3,
569,Daurice Fountain,WR,KC,0,0,0,0,0,0,0,0,0,0,2,bye,0,0,0,0,0,2,2.0,
570,Tre' McKitty,TE,LAC,0,0,0,0,0,0,bye,0,0,0,18,21,0,0,41,15,35,130,26.0,
571,Breshad Perriman,WR,TB,0,0,0,0,0,0,0,0,bye,0,18,0,59,26,0,0,11,114,28.5,
572,Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,0,bye,14,24,0,7,0,10,0,55,13.8,
573,Isaiah Coulter,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,14,0,0,0,0,0,14,14.0,
574,Adam Prentice,RB,NO,0,0,0,0,0,bye,0,0,0,0,0,15,0,20,0,11,20,66,16.5,
575,Marquez Stevenson,WR,BUF,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,2,0,3,6,1.2,
576,Austin Walter,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,0,16,8,0,6,0,25,55,13.8,
577,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,48,bye,43,56,0,0,147,49.0,
578,Darius Bradwell,RB,LAC,0,0,0,0,0,0,bye,0,0,0,0,7,0,0,0,0,0,7,7.0,
579,Jaylen Samuels,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,8,0,0,1,9,18,6.0,
580,Davion Davis,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,20,1,0,0,0,21,10.5,
581,Rodney Adams,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,10,0,0,0,0,10,10.0,
582,Wendell Smallwood,RB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,5,0,0,0,16,21,10.5,
583,Sammis Reyes,TE,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,6,0,0,2,6,14,4.7,
584,Brandon Powell,WR,LAR,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,2,1,0,3,0.6,
585,Nate McCrary,RB,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,2,0,0,0,0,2,2.0,
586,Kyle Allen,QB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,0,20,0,17,0,37,18.5,
587,Jonathan Williams,RB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,0,10,2,24,8,44,11.0,
588,JaQuan Hardy,RB,DAL,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,0,0,0,2,2.0,
589,Trey Ragas,RB,LV,0,0,0,0,0,0,0,bye,0,0,0,0,0,9,0,0,0,9,9.0,
590,Vyncint Smith,WR,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,0,11,0,0,0,11,11.0,
591,D.J. Montgomery,WR,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,0,39,0,8,0,47,23.5,
592,Easop Winston,WR,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,7,1,6,0,14,4.7,
593,Craig Reynolds,RB,DET,0,0,0,0,0,0,0,0,bye,0,0,0,0,29,42,27,14,112,28.0,
594,Shane Zylstra,TE,DET,0,0,0,0,0,0,0,0,bye,0,0,0,0,40,29,13,0,82,27.3,
595,Chase Daniel,QB,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,5,0,0,0,5,5.0,
596,Mitchell Wilcox,TE,CIN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,3,0,4,1.3,
597,Kurt Benkert,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,bye,2,0,0,0,2,2.0,
598,Jake Fromm,QB,NYG,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,13,40,0,53,26.5,
599,Tommylee Lewis,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,3,0,3,1.5,
600,Jordan Veasy,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,15,0,9,24,12.0,
601,Andrew Beck,TE,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,2,0,0,2,2.0,
602,Trent Taylor,WR,CIN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0,1,0.3,
603,Nick Mullens,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,56,0,0,56,56.0,
604,Dazz Newsome,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,48,34,0,82,41.0,
605,Garrett Gilbert,QB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,55,0,0,55,55.0,
606,Brycen Hopkins,TE,LAR,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,22,0,0,22,22.0,
607,Cody Thompson,WR,SEA,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0,0,1,1.0,
608,Miller Forristall,TE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,1,0,0,1,1.0,
609,Marvin Hall,WR,ATL,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,5,0,5,5.0,
610,Nathan Cottrell,RB,JAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0,1,0.5,
611,Reggie Bonnafon,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,14,0,14,14.0,
612,Stephen Sullivan,TE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,17,0,17,17.0,
613,Jalen Camp,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,22,0,22,22.0,
614,Jason Moore,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,45,0,45,45.0,
615,Michael Bandy,WR,LAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,10,0,10,10.0,
616,Nick Foles,QB,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,74,0,74,74.0,
617,Ian Book,QB,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,50,0,50,50.0,
618,Ethan Wolf,TE,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,12,0,12,12.0,
619,Kristian Wilkerson,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,60,60,60.0,
620,Ryquell Armstead,RB,JAC,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,14,14,14.0,
621,Seth Williams,WR,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,43,43,43.0,
622,Brett Rypien,QB,DEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,3,3,3.0,
623,Sean Mannion,QB,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,51,51,51.0,
624,Kellen Mond,QB,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,3,3,3.0,
